trait,embedding_stat,embedding_index,n_markers_tested,min_p,n_significant_effective_bonferroni,n_q_lt_0_05_within_trait,chunk,chunk_elapsed_seconds,chunk_elapsed_seconds_per_trait,effective_markers,effective_bonferroni_threshold
embedding_std_124,std,124,4920234,1.1905230927687408e-08,1,0,36,459.98527763504535,14.374539926095167,3169884,1.5773447861183564e-08
embedding_std_125,std,125,4920234,3.7951815912380446e-08,0,0,36,459.98527763504535,14.374539926095167,3169884,1.5773447861183564e-08
embedding_std_126,std,126,4920234,1.4136419404997525e-07,0,0,36,459.98527763504535,14.374539926095167,3169884,1.5773447861183564e-08
embedding_std_127,std,127,4920234,2.194915470629873e-07,0,0,36,459.98527763504535,14.374539926095167,3169884,1.5773447861183564e-08
embedding_std_128,std,128,4920234,1.689322876878627e-08,0,0,37,441.2147408779711,13.787960652436595,3169884,1.5773447861183564e-08
embedding_std_129,std,129,4920234,1.6952488942839768e-07,0,0,37,441.2147408779711,13.787960652436595,3169884,1.5773447861183564e-08
embedding_std_130,std,130,4920234,7.511998144028095e-09,1,1,37,441.2147408779711,13.787960652436595,3169884,1.5773447861183564e-08
embedding_std_131,std,131,4920234,3.9402274374997856e-08,0,22,37,441.2147408779711,13.787960652436595,3169884,1.5773447861183564e-08
embedding_std_132,std,132,4920234,2.0930793623247448e-10,10,113,37,441.2147408779711,13.787960652436595,3169884,1.5773447861183564e-08
embedding_std_133,std,133,4920234,4.348306909928151e-07,0,0,37,441.2147408779711,13.787960652436595,3169884,1.5773447861183564e-08
embedding_std_134,std,134,4920234,6.195763700726503e-09,8,54,37,441.2147408779711,13.787960652436595,3169884,1.5773447861183564e-08
embedding_std_135,std,135,4920234,1.066523966925257e-07,0,0,37,441.2147408779711,13.787960652436595,3169884,1.5773447861183564e-08
embedding_std_136,std,136,4920234,5.821638284352827e-07,0,0,37,441.2147408779711,13.787960652436595,3169884,1.5773447861183564e-08
embedding_std_137,std,137,4920234,1.603416881751521e-07,0,0,37,441.2147408779711,13.787960652436595,3169884,1.5773447861183564e-08
embedding_std_138,std,138,4920234,4.1520931128167936e-08,0,0,37,441.2147408779711,13.787960652436595,3169884,1.5773447861183564e-08
embedding_std_139,std,139,4920234,4.694121780202611e-08,0,0,37,441.2147408779711,13.787960652436595,3169884,1.5773447861183564e-08
embedding_std_140,std,140,4920234,5.572096885225166e-09,2,2,37,441.2147408779711,13.787960652436595,3169884,1.5773447861183564e-08
embedding_std_141,std,141,4920234,1.6522443146931486e-08,0,233,37,441.2147408779711,13.787960652436595,3169884,1.5773447861183564e-08
embedding_std_142,std,142,4920234,7.436946237996506e-09,2,2,37,441.2147408779711,13.787960652436595,3169884,1.5773447861183564e-08
embedding_std_143,std,143,4920234,2.3478123367826774e-08,0,0,37,441.2147408779711,13.787960652436595,3169884,1.5773447861183564e-08
embedding_std_144,std,144,4920234,7.903780860079587e-10,32,2077,37,441.2147408779711,13.787960652436595,3169884,1.5773447861183564e-08
embedding_std_145,std,145,4920234,5.4280042261938084e-08,0,0,37,441.2147408779711,13.787960652436595,3169884,1.5773447861183564e-08
embedding_std_146,std,146,4920234,8.147169420170286e-08,0,0,37,441.2147408779711,13.787960652436595,3169884,1.5773447861183564e-08
embedding_std_147,std,147,4920234,4.868418746141733e-07,0,0,37,441.2147408779711,13.787960652436595,3169884,1.5773447861183564e-08
embedding_std_148,std,148,4920234,9.897535054658837e-08,0,0,37,441.2147408779711,13.787960652436595,3169884,1.5773447861183564e-08
embedding_std_149,std,149,4920234,9.456897074643012e-09,1,1,37,441.2147408779711,13.787960652436595,3169884,1.5773447861183564e-08
embedding_std_150,std,150,4920234,1.873028304448086e-09,3,6,37,441.2147408779711,13.787960652436595,3169884,1.5773447861183564e-08
embedding_std_151,std,151,4920234,6.244744388267998e-08,0,836,37,441.2147408779711,13.787960652436595,3169884,1.5773447861183564e-08
embedding_std_152,std,152,4920234,3.2683135161688024e-08,0,145,37,441.2147408779711,13.787960652436595,3169884,1.5773447861183564e-08
embedding_std_153,std,153,4920234,3.50430598549404e-07,0,0,37,441.2147408779711,13.787960652436595,3169884,1.5773447861183564e-08
embedding_std_154,std,154,4920234,1.529451498042419e-07,0,0,37,441.2147408779711,13.787960652436595,3169884,1.5773447861183564e-08
embedding_std_155,std,155,4920234,1.9215381510068725e-08,0,0,37,441.2147408779711,13.787960652436595,3169884,1.5773447861183564e-08
embedding_std_156,std,156,4920234,1.119953339686622e-09,6,41,37,441.2147408779711,13.787960652436595,3169884,1.5773447861183564e-08
embedding_std_157,std,157,4920234,2.700175393003088e-07,0,0,37,441.2147408779711,13.787960652436595,3169884,1.5773447861183564e-08
embedding_std_158,std,158,4920234,1.5186137556321054e-08,1,491,37,441.2147408779711,13.787960652436595,3169884,1.5773447861183564e-08
embedding_std_159,std,159,4920234,2.415603336413217e-07,0,0,37,441.2147408779711,13.787960652436595,3169884,1.5773447861183564e-08
embedding_std_160,std,160,4920234,2.0009107328276372e-08,0,0,38,425.2888724650256,13.290277264532053,3169884,1.5773447861183564e-08
embedding_std_161,std,161,4920234,3.6500365622773564e-09,5,145,38,425.2888724650256,13.290277264532053,3169884,1.5773447861183564e-08
embedding_std_162,std,162,4920234,4.637729324282456e-07,0,0,38,425.2888724650256,13.290277264532053,3169884,1.5773447861183564e-08
embedding_std_163,std,163,4920234,1.2652778819207843e-08,2,34,38,425.2888724650256,13.290277264532053,3169884,1.5773447861183564e-08
embedding_std_164,std,164,4920234,4.3152934419974647e-08,0,0,38,425.2888724650256,13.290277264532053,3169884,1.5773447861183564e-08
embedding_std_165,std,165,4920234,3.1791398256897364e-07,0,0,38,425.2888724650256,13.290277264532053,3169884,1.5773447861183564e-08
embedding_std_166,std,166,4920234,5.8164500714497045e-08,0,0,38,425.2888724650256,13.290277264532053,3169884,1.5773447861183564e-08
embedding_std_167,std,167,4920234,1.1845790460495222e-08,2,1531,38,425.2888724650256,13.290277264532053,3169884,1.5773447861183564e-08
embedding_std_168,std,168,4920234,2.7271906648734853e-07,0,0,38,425.2888724650256,13.290277264532053,3169884,1.5773447861183564e-08
embedding_std_169,std,169,4920234,4.0019323044781325e-08,0,0,38,425.2888724650256,13.290277264532053,3169884,1.5773447861183564e-08
embedding_std_170,std,170,4920234,1.8538251892473362e-07,0,0,38,425.2888724650256,13.290277264532053,3169884,1.5773447861183564e-08
embedding_std_171,std,171,4920234,1.9815158907780672e-10,123,2724,38,425.2888724650256,13.290277264532053,3169884,1.5773447861183564e-08
embedding_std_172,std,172,4920234,8.632383886444934e-09,1,1,38,425.2888724650256,13.290277264532053,3169884,1.5773447861183564e-08
embedding_std_173,std,173,4920234,1.1721453610714548e-08,1,100,38,425.2888724650256,13.290277264532053,3169884,1.5773447861183564e-08
embedding_std_174,std,174,4920234,1.6678015260242845e-07,0,0,38,425.2888724650256,13.290277264532053,3169884,1.5773447861183564e-08
embedding_std_175,std,175,4920234,1.0491078256065722e-09,18,2841,38,425.2888724650256,13.290277264532053,3169884,1.5773447861183564e-08
embedding_std_176,std,176,4920234,1.9164158468861866e-07,0,0,38,425.2888724650256,13.290277264532053,3169884,1.5773447861183564e-08
embedding_std_177,std,177,4920234,8.421819326492161e-10,3,3,38,425.2888724650256,13.290277264532053,3169884,1.5773447861183564e-08
embedding_std_178,std,178,4920234,2.1273426651112726e-08,0,0,38,425.2888724650256,13.290277264532053,3169884,1.5773447861183564e-08
embedding_std_179,std,179,4920234,1.211100959020533e-07,0,0,38,425.2888724650256,13.290277264532053,3169884,1.5773447861183564e-08
embedding_std_180,std,180,4920234,7.316131082074672e-08,0,0,38,425.2888724650256,13.290277264532053,3169884,1.5773447861183564e-08
embedding_std_181,std,181,4920234,3.1865659625021386e-08,0,46,38,425.2888724650256,13.290277264532053,3169884,1.5773447861183564e-08
embedding_std_182,std,182,4920234,6.74475300339982e-08,0,0,38,425.2888724650256,13.290277264532053,3169884,1.5773447861183564e-08
embedding_std_183,std,183,4920234,2.5611650034492812e-08,0,0,38,425.2888724650256,13.290277264532053,3169884,1.5773447861183564e-08
embedding_std_184,std,184,4920234,1.859208403303725e-09,6,41,38,425.2888724650256,13.290277264532053,3169884,1.5773447861183564e-08
embedding_std_185,std,185,4920234,3.1989334636594995e-10,7,353,38,425.2888724650256,13.290277264532053,3169884,1.5773447861183564e-08
embedding_std_186,std,186,4920234,1.5830267604373012e-08,0,4,38,425.2888724650256,13.290277264532053,3169884,1.5773447861183564e-08
embedding_std_187,std,187,4920234,2.355087221709977e-07,0,0,38,425.2888724650256,13.290277264532053,3169884,1.5773447861183564e-08
embedding_std_188,std,188,4920234,3.794233734196521e-07,0,0,38,425.2888724650256,13.290277264532053,3169884,1.5773447861183564e-08
embedding_std_189,std,189,4920234,1.597503431941627e-07,0,0,38,425.2888724650256,13.290277264532053,3169884,1.5773447861183564e-08
embedding_std_190,std,190,4920234,3.014102873177045e-07,0,0,38,425.2888724650256,13.290277264532053,3169884,1.5773447861183564e-08
embedding_std_191,std,191,4920234,9.070012868092026e-09,1,242,38,425.2888724650256,13.290277264532053,3169884,1.5773447861183564e-08
embedding_std_192,std,192,4920234,1.141851683674852e-07,0,1501,39,453.7099698439706,14.178436557624082,3169884,1.5773447861183564e-08
embedding_std_193,std,193,4920234,1.661946992783656e-07,0,29744,39,453.7099698439706,14.178436557624082,3169884,1.5773447861183564e-08
embedding_std_194,std,194,4920234,1.3786231654126898e-07,0,0,39,453.7099698439706,14.178436557624082,3169884,1.5773447861183564e-08
embedding_std_195,std,195,4920234,6.760723214903026e-07,0,0,39,453.7099698439706,14.178436557624082,3169884,1.5773447861183564e-08
embedding_std_196,std,196,4920234,4.92893381984522e-07,0,0,39,453.7099698439706,14.178436557624082,3169884,1.5773447861183564e-08
embedding_std_197,std,197,4920234,4.8991098965675684e-08,0,0,39,453.7099698439706,14.178436557624082,3169884,1.5773447861183564e-08
embedding_std_198,std,198,4920234,1.5177607981001398e-08,1,0,39,453.7099698439706,14.178436557624082,3169884,1.5773447861183564e-08
embedding_std_199,std,199,4920234,4.7802004391942084e-08,0,0,39,453.7099698439706,14.178436557624082,3169884,1.5773447861183564e-08
embedding_std_200,std,200,4920234,7.299305732608668e-09,2,228,39,453.7099698439706,14.178436557624082,3169884,1.5773447861183564e-08
embedding_std_201,std,201,4920234,2.343320895757265e-08,0,0,39,453.7099698439706,14.178436557624082,3169884,1.5773447861183564e-08
embedding_std_202,std,202,4920234,1.068057016126778e-07,0,0,39,453.7099698439706,14.178436557624082,3169884,1.5773447861183564e-08
embedding_std_203,std,203,4920234,3.64966101221729e-07,0,0,39,453.7099698439706,14.178436557624082,3169884,1.5773447861183564e-08
embedding_std_204,std,204,4920234,5.7504384242584777e-08,0,0,39,453.7099698439706,14.178436557624082,3169884,1.5773447861183564e-08
embedding_std_205,std,205,4920234,2.972942800602993e-07,0,0,39,453.7099698439706,14.178436557624082,3169884,1.5773447861183564e-08
embedding_std_206,std,206,4920234,2.472078655980139e-07,0,0,39,453.7099698439706,14.178436557624082,3169884,1.5773447861183564e-08
embedding_std_207,std,207,4920234,1.372672962019197e-07,0,0,39,453.7099698439706,14.178436557624082,3169884,1.5773447861183564e-08
embedding_std_208,std,208,4920234,1.3798146978947918e-07,0,0,39,453.7099698439706,14.178436557624082,3169884,1.5773447861183564e-08
embedding_std_209,std,209,4920234,1.8865185781807698e-08,0,0,39,453.7099698439706,14.178436557624082,3169884,1.5773447861183564e-08
embedding_std_210,std,210,4920234,3.787449162699398e-09,2,675,39,453.7099698439706,14.178436557624082,3169884,1.5773447861183564e-08
embedding_std_211,std,211,4920234,9.074475880673805e-08,0,0,39,453.7099698439706,14.178436557624082,3169884,1.5773447861183564e-08
embedding_std_212,std,212,4920234,7.285542420844734e-10,2,2,39,453.7099698439706,14.178436557624082,3169884,1.5773447861183564e-08
embedding_std_213,std,213,4920234,6.979883216719771e-08,0,0,39,453.7099698439706,14.178436557624082,3169884,1.5773447861183564e-08
embedding_std_214,std,214,4920234,1.0156695328365353e-07,0,0,39,453.7099698439706,14.178436557624082,3169884,1.5773447861183564e-08
embedding_std_215,std,215,4920234,4.9449923990343384e-09,11,334,39,453.7099698439706,14.178436557624082,3169884,1.5773447861183564e-08
embedding_std_216,std,216,4920234,2.769340484397509e-07,0,0,39,453.7099698439706,14.178436557624082,3169884,1.5773447861183564e-08
embedding_std_217,std,217,4920234,1.7281406831609674e-07,0,0,39,453.7099698439706,14.178436557624082,3169884,1.5773447861183564e-08
embedding_std_218,std,218,4920234,2.8513853682952457e-07,0,0,39,453.7099698439706,14.178436557624082,3169884,1.5773447861183564e-08
embedding_std_219,std,219,4920234,1.1211579305023074e-08,1,61,39,453.7099698439706,14.178436557624082,3169884,1.5773447861183564e-08
embedding_std_220,std,220,4920234,8.024287032398713e-08,0,0,39,453.7099698439706,14.178436557624082,3169884,1.5773447861183564e-08
embedding_std_221,std,221,4920234,6.875358661904364e-08,0,0,39,453.7099698439706,14.178436557624082,3169884,1.5773447861183564e-08
embedding_std_222,std,222,4920234,6.6766502024667686e-09,2,2,39,453.7099698439706,14.178436557624082,3169884,1.5773447861183564e-08
embedding_std_223,std,223,4920234,2.172902515682504e-08,0,187,39,453.7099698439706,14.178436557624082,3169884,1.5773447861183564e-08
embedding_std_224,std,224,4920234,1.2253764833954271e-09,1,49,40,449.58516532205977,14.049536416314368,3169884,1.5773447861183564e-08
embedding_std_225,std,225,4920234,1.65186943117665e-08,0,233,40,449.58516532205977,14.049536416314368,3169884,1.5773447861183564e-08
embedding_std_226,std,226,4920234,9.900657645648808e-08,0,0,40,449.58516532205977,14.049536416314368,3169884,1.5773447861183564e-08
embedding_std_227,std,227,4920234,9.53477276831162e-08,0,0,40,449.58516532205977,14.049536416314368,3169884,1.5773447861183564e-08
embedding_std_228,std,228,4920234,1.0854461926641892e-08,1,0,40,449.58516532205977,14.049536416314368,3169884,1.5773447861183564e-08
embedding_std_229,std,229,4920234,2.0373960856756725e-08,0,0,40,449.58516532205977,14.049536416314368,3169884,1.5773447861183564e-08
embedding_std_230,std,230,4920234,1.781377347574521e-09,4,28,40,449.58516532205977,14.049536416314368,3169884,1.5773447861183564e-08
embedding_std_231,std,231,4920234,1.299348398282344e-07,0,0,40,449.58516532205977,14.049536416314368,3169884,1.5773447861183564e-08
embedding_std_232,std,232,4920234,7.266390601936415e-08,0,0,40,449.58516532205977,14.049536416314368,3169884,1.5773447861183564e-08
embedding_std_233,std,233,4920234,6.321831646317393e-08,0,0,40,449.58516532205977,14.049536416314368,3169884,1.5773447861183564e-08
embedding_std_234,std,234,4920234,5.479893437054687e-10,56,1382,40,449.58516532205977,14.049536416314368,3169884,1.5773447861183564e-08
embedding_std_235,std,235,4920234,6.100323961565453e-07,0,0,40,449.58516532205977,14.049536416314368,3169884,1.5773447861183564e-08
embedding_std_236,std,236,4920234,2.0808918261823828e-08,0,0,40,449.58516532205977,14.049536416314368,3169884,1.5773447861183564e-08
embedding_std_237,std,237,4920234,6.679300562571928e-08,0,0,40,449.58516532205977,14.049536416314368,3169884,1.5773447861183564e-08
embedding_std_238,std,238,4920234,2.501100625873454e-07,0,0,40,449.58516532205977,14.049536416314368,3169884,1.5773447861183564e-08
embedding_std_239,std,239,4920234,2.902873960100811e-09,5,3487,40,449.58516532205977,14.049536416314368,3169884,1.5773447861183564e-08
embedding_std_240,std,240,4920234,6.292286036038657e-08,0,0,40,449.58516532205977,14.049536416314368,3169884,1.5773447861183564e-08
embedding_std_241,std,241,4920234,2.5739883653922745e-07,0,0,40,449.58516532205977,14.049536416314368,3169884,1.5773447861183564e-08
embedding_std_242,std,242,4920234,7.11266450910742e-08,0,0,40,449.58516532205977,14.049536416314368,3169884,1.5773447861183564e-08
embedding_std_243,std,243,4920234,8.438358134004085e-10,13,23211,40,449.58516532205977,14.049536416314368,3169884,1.5773447861183564e-08
embedding_std_244,std,244,4920234,1.0273128449227092e-08,2,2,40,449.58516532205977,14.049536416314368,3169884,1.5773447861183564e-08
embedding_std_245,std,245,4920234,2.0732610389284526e-10,72,5085,40,449.58516532205977,14.049536416314368,3169884,1.5773447861183564e-08
embedding_std_246,std,246,4920234,1.681635704876017e-08,0,7,40,449.58516532205977,14.049536416314368,3169884,1.5773447861183564e-08
embedding_std_247,std,247,4920234,9.206581733117593e-08,0,0,40,449.58516532205977,14.049536416314368,3169884,1.5773447861183564e-08
embedding_std_248,std,248,4920234,2.5866321078665413e-08,0,0,40,449.58516532205977,14.049536416314368,3169884,1.5773447861183564e-08
embedding_std_249,std,249,4920234,1.550435886233744e-07,0,0,40,449.58516532205977,14.049536416314368,3169884,1.5773447861183564e-08
embedding_std_250,std,250,4920234,1.1053378476511345e-07,0,0,40,449.58516532205977,14.049536416314368,3169884,1.5773447861183564e-08
embedding_std_251,std,251,4920234,1.5258398908700014e-08,1,0,40,449.58516532205977,14.049536416314368,3169884,1.5773447861183564e-08
embedding_std_252,std,252,4920234,5.868780244728744e-09,1,1565,40,449.58516532205977,14.049536416314368,3169884,1.5773447861183564e-08
embedding_std_253,std,253,4920234,6.24949938646135e-10,4,17,40,449.58516532205977,14.049536416314368,3169884,1.5773447861183564e-08
embedding_std_254,std,254,4920234,1.7169129389071916e-08,0,2,40,449.58516532205977,14.049536416314368,3169884,1.5773447861183564e-08
embedding_std_255,std,255,4920234,1.5252590304725966e-09,7,50,40,449.58516532205977,14.049536416314368,3169884,1.5773447861183564e-08
