trait,embedding_stat,embedding_index,n_markers_tested,min_p,n_significant_effective_bonferroni,n_q_lt_0_05_within_trait,chunk,chunk_elapsed_seconds,chunk_elapsed_seconds_per_trait,effective_markers,effective_bonferroni_threshold
embedding_mean_940,mean,940,4920234,7.404308335667667e-08,0,0,30,441.5064823019784,13.797077571936825,3169884,1.5773447861183564e-08
embedding_mean_941,mean,941,4920234,2.855269579619962e-07,0,0,30,441.5064823019784,13.797077571936825,3169884,1.5773447861183564e-08
embedding_mean_942,mean,942,4920234,1.6031896257634477e-13,136,1083,30,441.5064823019784,13.797077571936825,3169884,1.5773447861183564e-08
embedding_mean_943,mean,943,4920234,6.158317669506121e-07,0,0,30,441.5064823019784,13.797077571936825,3169884,1.5773447861183564e-08
embedding_mean_944,mean,944,4920234,5.6094609337663264e-08,0,0,30,441.5064823019784,13.797077571936825,3169884,1.5773447861183564e-08
embedding_mean_945,mean,945,4920234,6.877348296838139e-07,0,0,30,441.5064823019784,13.797077571936825,3169884,1.5773447861183564e-08
embedding_mean_946,mean,946,4920234,2.963105425154429e-09,2,2,30,441.5064823019784,13.797077571936825,3169884,1.5773447861183564e-08
embedding_mean_947,mean,947,4920234,1.2160187590883366e-07,0,0,30,441.5064823019784,13.797077571936825,3169884,1.5773447861183564e-08
embedding_mean_948,mean,948,4920234,2.4517342456284933e-08,0,0,30,441.5064823019784,13.797077571936825,3169884,1.5773447861183564e-08
embedding_mean_949,mean,949,4920234,1.3491711007139468e-07,0,0,30,441.5064823019784,13.797077571936825,3169884,1.5773447861183564e-08
embedding_mean_950,mean,950,4920234,4.579484061247711e-08,0,0,30,441.5064823019784,13.797077571936825,3169884,1.5773447861183564e-08
embedding_mean_951,mean,951,4920234,2.717224708283229e-08,0,0,30,441.5064823019784,13.797077571936825,3169884,1.5773447861183564e-08
embedding_mean_952,mean,952,4920234,6.481137322271051e-09,3,30,30,441.5064823019784,13.797077571936825,3169884,1.5773447861183564e-08
embedding_mean_953,mean,953,4920234,2.8566796850854415e-10,12,1102,30,441.5064823019784,13.797077571936825,3169884,1.5773447861183564e-08
embedding_mean_954,mean,954,4920234,8.239733802924756e-08,0,0,30,441.5064823019784,13.797077571936825,3169884,1.5773447861183564e-08
embedding_mean_955,mean,955,4920234,2.0657084140348283e-07,0,0,30,441.5064823019784,13.797077571936825,3169884,1.5773447861183564e-08
embedding_mean_956,mean,956,4920234,3.298223383863412e-07,0,0,30,441.5064823019784,13.797077571936825,3169884,1.5773447861183564e-08
embedding_mean_957,mean,957,4920234,3.661351751787649e-07,0,0,30,441.5064823019784,13.797077571936825,3169884,1.5773447861183564e-08
embedding_mean_958,mean,958,4920234,1.3652452778393518e-07,0,0,30,441.5064823019784,13.797077571936825,3169884,1.5773447861183564e-08
embedding_mean_959,mean,959,4920234,3.78345102474334e-07,0,0,30,441.5064823019784,13.797077571936825,3169884,1.5773447861183564e-08
embedding_mean_960,mean,960,4920234,2.6207485467453224e-08,0,3,31,440.70116838184185,13.771911511932558,3169884,1.5773447861183564e-08
embedding_mean_961,mean,961,4920234,1.741549476213289e-07,0,0,31,440.70116838184185,13.771911511932558,3169884,1.5773447861183564e-08
embedding_mean_962,mean,962,4920234,2.6006110332819385e-08,0,0,31,440.70116838184185,13.771911511932558,3169884,1.5773447861183564e-08
embedding_mean_963,mean,963,4920234,1.7407565627430808e-08,0,12,31,440.70116838184185,13.771911511932558,3169884,1.5773447861183564e-08
embedding_mean_964,mean,964,4920234,4.774201056970843e-08,0,0,31,440.70116838184185,13.771911511932558,3169884,1.5773447861183564e-08
embedding_mean_965,mean,965,4920234,4.0175292162022224e-08,0,24440,31,440.70116838184185,13.771911511932558,3169884,1.5773447861183564e-08
embedding_mean_966,mean,966,4920234,6.023792475738261e-08,0,0,31,440.70116838184185,13.771911511932558,3169884,1.5773447861183564e-08
embedding_mean_967,mean,967,4920234,7.691047814389311e-09,2,305,31,440.70116838184185,13.771911511932558,3169884,1.5773447861183564e-08
embedding_mean_968,mean,968,4920234,4.0471525755703725e-10,29,820,31,440.70116838184185,13.771911511932558,3169884,1.5773447861183564e-08
embedding_mean_969,mean,969,4920234,2.546162402184656e-08,0,0,31,440.70116838184185,13.771911511932558,3169884,1.5773447861183564e-08
embedding_mean_970,mean,970,4920234,1.0498768453753638e-08,3,3,31,440.70116838184185,13.771911511932558,3169884,1.5773447861183564e-08
embedding_mean_971,mean,971,4920234,3.415469556485787e-08,0,0,31,440.70116838184185,13.771911511932558,3169884,1.5773447861183564e-08
embedding_mean_972,mean,972,4920234,1.6420641836472669e-07,0,0,31,440.70116838184185,13.771911511932558,3169884,1.5773447861183564e-08
embedding_mean_973,mean,973,4920234,3.6705624965855504e-09,4,436,31,440.70116838184185,13.771911511932558,3169884,1.5773447861183564e-08
embedding_mean_974,mean,974,4920234,1.8894963581021762e-07,0,0,31,440.70116838184185,13.771911511932558,3169884,1.5773447861183564e-08
embedding_mean_975,mean,975,4920234,3.5153766375800795e-08,0,0,31,440.70116838184185,13.771911511932558,3169884,1.5773447861183564e-08
embedding_mean_976,mean,976,4920234,1.585616072468149e-08,0,0,31,440.70116838184185,13.771911511932558,3169884,1.5773447861183564e-08
embedding_mean_977,mean,977,4920234,2.3642708642394904e-08,0,0,31,440.70116838184185,13.771911511932558,3169884,1.5773447861183564e-08
embedding_mean_978,mean,978,4920234,3.869393464405847e-09,8,105,31,440.70116838184185,13.771911511932558,3169884,1.5773447861183564e-08
embedding_mean_979,mean,979,4920234,6.441920407205304e-09,2,43,31,440.70116838184185,13.771911511932558,3169884,1.5773447861183564e-08
embedding_mean_980,mean,980,4920234,1.499371481092811e-07,0,0,31,440.70116838184185,13.771911511932558,3169884,1.5773447861183564e-08
embedding_mean_981,mean,981,4920234,4.737355545759929e-08,0,0,31,440.70116838184185,13.771911511932558,3169884,1.5773447861183564e-08
embedding_mean_982,mean,982,4920234,3.850664420675135e-08,0,0,31,440.70116838184185,13.771911511932558,3169884,1.5773447861183564e-08
embedding_mean_983,mean,983,4920234,1.2575849380196677e-08,4,22,31,440.70116838184185,13.771911511932558,3169884,1.5773447861183564e-08
embedding_mean_984,mean,984,4920234,1.0713161193225147e-08,1,0,31,440.70116838184185,13.771911511932558,3169884,1.5773447861183564e-08
embedding_mean_985,mean,985,4920234,5.1420731600979754e-08,0,0,31,440.70116838184185,13.771911511932558,3169884,1.5773447861183564e-08
embedding_mean_986,mean,986,4920234,2.055784629909444e-09,3,472,31,440.70116838184185,13.771911511932558,3169884,1.5773447861183564e-08
embedding_mean_987,mean,987,4920234,5.888021907322224e-08,0,0,31,440.70116838184185,13.771911511932558,3169884,1.5773447861183564e-08
embedding_mean_988,mean,988,4920234,6.685475014418722e-09,12,2089,31,440.70116838184185,13.771911511932558,3169884,1.5773447861183564e-08
embedding_mean_989,mean,989,4920234,1.423702953839404e-07,0,0,31,440.70116838184185,13.771911511932558,3169884,1.5773447861183564e-08
embedding_mean_990,mean,990,4920234,6.032445366540188e-08,0,0,31,440.70116838184185,13.771911511932558,3169884,1.5773447861183564e-08
embedding_mean_991,mean,991,4920234,4.757591868093388e-07,0,0,31,440.70116838184185,13.771911511932558,3169884,1.5773447861183564e-08
embedding_mean_992,mean,992,4920234,5.49361639459088e-07,0,0,32,439.07725226017646,13.721164133130516,3169884,1.5773447861183564e-08
embedding_mean_993,mean,993,4920234,7.178412197807715e-08,0,0,32,439.07725226017646,13.721164133130516,3169884,1.5773447861183564e-08
embedding_mean_994,mean,994,4920234,3.9291390036628996e-08,0,0,32,439.07725226017646,13.721164133130516,3169884,1.5773447861183564e-08
embedding_mean_995,mean,995,4920234,1.2858662713685152e-08,1,44,32,439.07725226017646,13.721164133130516,3169884,1.5773447861183564e-08
embedding_mean_996,mean,996,4920234,1.3468012864829444e-09,1,1,32,439.07725226017646,13.721164133130516,3169884,1.5773447861183564e-08
embedding_mean_997,mean,997,4920234,7.518064170847997e-11,29,68,32,439.07725226017646,13.721164133130516,3169884,1.5773447861183564e-08
embedding_mean_998,mean,998,4920234,7.501979802077126e-08,0,0,32,439.07725226017646,13.721164133130516,3169884,1.5773447861183564e-08
embedding_mean_999,mean,999,4920234,5.009870613465292e-07,0,0,32,439.07725226017646,13.721164133130516,3169884,1.5773447861183564e-08
embedding_mean_1000,mean,1000,4920234,1.7170853647625029e-07,0,0,32,439.07725226017646,13.721164133130516,3169884,1.5773447861183564e-08
embedding_mean_1001,mean,1001,4920234,2.508391713027553e-08,0,6830,32,439.07725226017646,13.721164133130516,3169884,1.5773447861183564e-08
embedding_mean_1002,mean,1002,4920234,8.503308208356746e-08,0,0,32,439.07725226017646,13.721164133130516,3169884,1.5773447861183564e-08
embedding_mean_1003,mean,1003,4920234,7.9708609396129e-10,16,37271,32,439.07725226017646,13.721164133130516,3169884,1.5773447861183564e-08
embedding_mean_1004,mean,1004,4920234,6.094144080437908e-07,0,0,32,439.07725226017646,13.721164133130516,3169884,1.5773447861183564e-08
embedding_mean_1005,mean,1005,4920234,4.405823000495713e-07,0,0,32,439.07725226017646,13.721164133130516,3169884,1.5773447861183564e-08
embedding_mean_1006,mean,1006,4920234,3.1715257196496763e-08,0,0,32,439.07725226017646,13.721164133130516,3169884,1.5773447861183564e-08
embedding_mean_1007,mean,1007,4920234,2.15883159972052e-08,0,13,32,439.07725226017646,13.721164133130516,3169884,1.5773447861183564e-08
embedding_mean_1008,mean,1008,4920234,3.657275112899496e-08,0,37,32,439.07725226017646,13.721164133130516,3169884,1.5773447861183564e-08
embedding_mean_1009,mean,1009,4920234,9.650308710297236e-08,0,0,32,439.07725226017646,13.721164133130516,3169884,1.5773447861183564e-08
embedding_mean_1010,mean,1010,4920234,4.8719473879768874e-08,0,0,32,439.07725226017646,13.721164133130516,3169884,1.5773447861183564e-08
embedding_mean_1011,mean,1011,4920234,1.0184017828672924e-07,0,0,32,439.07725226017646,13.721164133130516,3169884,1.5773447861183564e-08
embedding_mean_1012,mean,1012,4920234,2.4136800384889113e-08,0,0,32,439.07725226017646,13.721164133130516,3169884,1.5773447861183564e-08
embedding_mean_1013,mean,1013,4920234,1.2725622078381735e-09,45,1140,32,439.07725226017646,13.721164133130516,3169884,1.5773447861183564e-08
embedding_mean_1014,mean,1014,4920234,3.8109437320690745e-07,0,0,32,439.07725226017646,13.721164133130516,3169884,1.5773447861183564e-08
embedding_mean_1015,mean,1015,4920234,2.786272819144433e-07,0,0,32,439.07725226017646,13.721164133130516,3169884,1.5773447861183564e-08
embedding_mean_1016,mean,1016,4920234,1.61795846224088e-11,91,1048,32,439.07725226017646,13.721164133130516,3169884,1.5773447861183564e-08
embedding_mean_1017,mean,1017,4920234,6.261077803966165e-08,0,347,32,439.07725226017646,13.721164133130516,3169884,1.5773447861183564e-08
embedding_mean_1018,mean,1018,4920234,7.940755639415889e-08,0,0,32,439.07725226017646,13.721164133130516,3169884,1.5773447861183564e-08
embedding_mean_1019,mean,1019,4920234,2.309672990233731e-09,2,4,32,439.07725226017646,13.721164133130516,3169884,1.5773447861183564e-08
embedding_mean_1020,mean,1020,4920234,2.9736249482453263e-08,0,0,32,439.07725226017646,13.721164133130516,3169884,1.5773447861183564e-08
embedding_mean_1021,mean,1021,4920234,6.040366021154415e-08,0,0,32,439.07725226017646,13.721164133130516,3169884,1.5773447861183564e-08
embedding_mean_1022,mean,1022,4920234,1.0477927597456122e-08,1,0,32,439.07725226017646,13.721164133130516,3169884,1.5773447861183564e-08
embedding_mean_1023,mean,1023,4920234,3.9923888144497857e-08,0,0,32,439.07725226017646,13.721164133130516,3169884,1.5773447861183564e-08
embedding_std_0,std,0,4920234,1.0945348109174182e-08,1,0,33,422.29838663479313,13.196824582337284,3169884,1.5773447861183564e-08
embedding_std_1,std,1,4920234,4.808694969058114e-09,1,2,33,422.29838663479313,13.196824582337284,3169884,1.5773447861183564e-08
embedding_std_2,std,2,4920234,7.531697462568021e-09,3,1497,33,422.29838663479313,13.196824582337284,3169884,1.5773447861183564e-08
embedding_std_3,std,3,4920234,1.9122456359504075e-07,0,0,33,422.29838663479313,13.196824582337284,3169884,1.5773447861183564e-08
embedding_std_4,std,4,4920234,7.049871132531225e-08,0,0,33,422.29838663479313,13.196824582337284,3169884,1.5773447861183564e-08
embedding_std_5,std,5,4920234,8.246687253054714e-10,91,2818,33,422.29838663479313,13.196824582337284,3169884,1.5773447861183564e-08
embedding_std_6,std,6,4920234,1.0246668339271027e-07,0,0,33,422.29838663479313,13.196824582337284,3169884,1.5773447861183564e-08
embedding_std_7,std,7,4920234,2.511237500285016e-09,1,1,33,422.29838663479313,13.196824582337284,3169884,1.5773447861183564e-08
embedding_std_8,std,8,4920234,5.821596320645367e-07,0,0,33,422.29838663479313,13.196824582337284,3169884,1.5773447861183564e-08
embedding_std_9,std,9,4920234,1.686748283619859e-08,0,0,33,422.29838663479313,13.196824582337284,3169884,1.5773447861183564e-08
embedding_std_10,std,10,4920234,2.053940048645893e-08,0,0,33,422.29838663479313,13.196824582337284,3169884,1.5773447861183564e-08
embedding_std_11,std,11,4920234,2.867943625377971e-07,0,0,33,422.29838663479313,13.196824582337284,3169884,1.5773447861183564e-08
embedding_std_12,std,12,4920234,2.037255888271544e-07,0,0,33,422.29838663479313,13.196824582337284,3169884,1.5773447861183564e-08
embedding_std_13,std,13,4920234,3.5637632291799263e-08,0,0,33,422.29838663479313,13.196824582337284,3169884,1.5773447861183564e-08
embedding_std_14,std,14,4920234,3.6227454573786813e-07,0,0,33,422.29838663479313,13.196824582337284,3169884,1.5773447861183564e-08
embedding_std_15,std,15,4920234,5.9442913929434027e-08,0,0,33,422.29838663479313,13.196824582337284,3169884,1.5773447861183564e-08
embedding_std_16,std,16,4920234,2.1192996167682343e-10,7,769,33,422.29838663479313,13.196824582337284,3169884,1.5773447861183564e-08
embedding_std_17,std,17,4920234,1.443898246747508e-06,0,0,33,422.29838663479313,13.196824582337284,3169884,1.5773447861183564e-08
embedding_std_18,std,18,4920234,7.065208344643381e-09,1,1,33,422.29838663479313,13.196824582337284,3169884,1.5773447861183564e-08
embedding_std_19,std,19,4920234,7.004967492259704e-08,0,0,33,422.29838663479313,13.196824582337284,3169884,1.5773447861183564e-08
embedding_std_20,std,20,4920234,1.2584398798028426e-07,0,0,33,422.29838663479313,13.196824582337284,3169884,1.5773447861183564e-08
embedding_std_21,std,21,4920234,3.59033579623652e-08,0,0,33,422.29838663479313,13.196824582337284,3169884,1.5773447861183564e-08
embedding_std_22,std,22,4920234,2.44650647286198e-07,0,0,33,422.29838663479313,13.196824582337284,3169884,1.5773447861183564e-08
embedding_std_23,std,23,4920234,1.1973169917312705e-07,0,0,33,422.29838663479313,13.196824582337284,3169884,1.5773447861183564e-08
embedding_std_24,std,24,4920234,8.745906885452434e-08,0,0,33,422.29838663479313,13.196824582337284,3169884,1.5773447861183564e-08
embedding_std_25,std,25,4920234,2.3211400198664363e-07,0,0,33,422.29838663479313,13.196824582337284,3169884,1.5773447861183564e-08
embedding_std_26,std,26,4920234,1.9742657826563632e-07,0,0,33,422.29838663479313,13.196824582337284,3169884,1.5773447861183564e-08
embedding_std_27,std,27,4920234,3.885459116441421e-09,1,1,33,422.29838663479313,13.196824582337284,3169884,1.5773447861183564e-08
embedding_std_28,std,28,4920234,1.2098262096109402e-07,0,0,33,422.29838663479313,13.196824582337284,3169884,1.5773447861183564e-08
embedding_std_29,std,29,4920234,1.0494928417885885e-07,0,0,33,422.29838663479313,13.196824582337284,3169884,1.5773447861183564e-08
embedding_std_30,std,30,4920234,1.2787532409217665e-07,0,0,33,422.29838663479313,13.196824582337284,3169884,1.5773447861183564e-08
embedding_std_31,std,31,4920234,2.500024474044219e-07,0,0,33,422.29838663479313,13.196824582337284,3169884,1.5773447861183564e-08
embedding_std_32,std,32,4920234,1.581496886348297e-07,0,0,34,405.5058185581584,12.672056829942449,3169884,1.5773447861183564e-08
embedding_std_33,std,33,4920234,5.730749460668273e-07,0,0,34,405.5058185581584,12.672056829942449,3169884,1.5773447861183564e-08
embedding_std_34,std,34,4920234,3.7858799176494615e-08,0,212,34,405.5058185581584,12.672056829942449,3169884,1.5773447861183564e-08
embedding_std_35,std,35,4920234,1.213776530952887e-06,0,0,34,405.5058185581584,12.672056829942449,3169884,1.5773447861183564e-08
embedding_std_36,std,36,4920234,6.34369143135989e-07,0,0,34,405.5058185581584,12.672056829942449,3169884,1.5773447861183564e-08
embedding_std_37,std,37,4920234,1.4326526365284393e-07,0,0,34,405.5058185581584,12.672056829942449,3169884,1.5773447861183564e-08
embedding_std_38,std,38,4920234,1.2306923584241226e-07,0,0,34,405.5058185581584,12.672056829942449,3169884,1.5773447861183564e-08
embedding_std_39,std,39,4920234,2.596303873049005e-07,0,0,34,405.5058185581584,12.672056829942449,3169884,1.5773447861183564e-08
embedding_std_40,std,40,4920234,5.442944705866498e-08,0,0,34,405.5058185581584,12.672056829942449,3169884,1.5773447861183564e-08
embedding_std_41,std,41,4920234,2.2241614047205316e-08,0,0,34,405.5058185581584,12.672056829942449,3169884,1.5773447861183564e-08
embedding_std_42,std,42,4920234,1.201337279962898e-10,28,756,34,405.5058185581584,12.672056829942449,3169884,1.5773447861183564e-08
embedding_std_43,std,43,4920234,1.8594581437200025e-07,0,0,34,405.5058185581584,12.672056829942449,3169884,1.5773447861183564e-08
embedding_std_44,std,44,4920234,2.862973141986257e-07,0,0,34,405.5058185581584,12.672056829942449,3169884,1.5773447861183564e-08
embedding_std_45,std,45,4920234,4.1317757423706466e-08,0,0,34,405.5058185581584,12.672056829942449,3169884,1.5773447861183564e-08
embedding_std_46,std,46,4920234,2.217053002732588e-06,0,0,34,405.5058185581584,12.672056829942449,3169884,1.5773447861183564e-08
embedding_std_47,std,47,4920234,3.206571186472869e-08,0,0,34,405.5058185581584,12.672056829942449,3169884,1.5773447861183564e-08
embedding_std_48,std,48,4920234,2.1371688355897384e-10,35,1198,34,405.5058185581584,12.672056829942449,3169884,1.5773447861183564e-08
embedding_std_49,std,49,4920234,5.663408516019702e-07,0,0,34,405.5058185581584,12.672056829942449,3169884,1.5773447861183564e-08
embedding_std_50,std,50,4920234,1.7671886623445082e-09,45,1115,34,405.5058185581584,12.672056829942449,3169884,1.5773447861183564e-08
embedding_std_51,std,51,4920234,2.023138582863471e-07,0,0,34,405.5058185581584,12.672056829942449,3169884,1.5773447861183564e-08
embedding_std_52,std,52,4920234,1.399009427518881e-07,0,0,34,405.5058185581584,12.672056829942449,3169884,1.5773447861183564e-08
embedding_std_53,std,53,4920234,5.5670095635419456e-08,0,0,34,405.5058185581584,12.672056829942449,3169884,1.5773447861183564e-08
embedding_std_54,std,54,4920234,5.413701148292331e-07,0,0,34,405.5058185581584,12.672056829942449,3169884,1.5773447861183564e-08
embedding_std_55,std,55,4920234,3.802499026445015e-08,0,0,34,405.5058185581584,12.672056829942449,3169884,1.5773447861183564e-08
embedding_std_56,std,56,4920234,1.4359685780397238e-07,0,0,34,405.5058185581584,12.672056829942449,3169884,1.5773447861183564e-08
embedding_std_57,std,57,4920234,4.1489167383208285e-08,0,0,34,405.5058185581584,12.672056829942449,3169884,1.5773447861183564e-08
embedding_std_58,std,58,4920234,1.845056108921651e-08,0,1817,34,405.5058185581584,12.672056829942449,3169884,1.5773447861183564e-08
embedding_std_59,std,59,4920234,4.498390478692565e-08,0,0,34,405.5058185581584,12.672056829942449,3169884,1.5773447861183564e-08
embedding_std_60,std,60,4920234,9.46494924432532e-08,0,0,34,405.5058185581584,12.672056829942449,3169884,1.5773447861183564e-08
embedding_std_61,std,61,4920234,1.5103421550808084e-07,0,0,34,405.5058185581584,12.672056829942449,3169884,1.5773447861183564e-08
embedding_std_62,std,62,4920234,1.2548018790957516e-07,0,0,34,405.5058185581584,12.672056829942449,3169884,1.5773447861183564e-08
embedding_std_63,std,63,4920234,1.0700597218834178e-08,1,0,34,405.5058185581584,12.672056829942449,3169884,1.5773447861183564e-08
embedding_std_64,std,64,4920234,6.825848597092397e-08,0,0,35,431.8919000101741,13.496621875317942,3169884,1.5773447861183564e-08
embedding_std_65,std,65,4920234,3.2865221418399165e-11,64,512,35,431.8919000101741,13.496621875317942,3169884,1.5773447861183564e-08
embedding_std_66,std,66,4920234,4.32847914689324e-07,0,0,35,431.8919000101741,13.496621875317942,3169884,1.5773447861183564e-08
embedding_std_67,std,67,4920234,1.318203882351081e-09,4,175,35,431.8919000101741,13.496621875317942,3169884,1.5773447861183564e-08
embedding_std_68,std,68,4920234,2.936928259437529e-07,0,0,35,431.8919000101741,13.496621875317942,3169884,1.5773447861183564e-08
embedding_std_69,std,69,4920234,9.213720180826057e-08,0,0,35,431.8919000101741,13.496621875317942,3169884,1.5773447861183564e-08
embedding_std_70,std,70,4920234,2.0905106448080547e-09,5,8,35,431.8919000101741,13.496621875317942,3169884,1.5773447861183564e-08
embedding_std_71,std,71,4920234,8.535698567839586e-09,2,956,35,431.8919000101741,13.496621875317942,3169884,1.5773447861183564e-08
embedding_std_72,std,72,4920234,1.0363413741384769e-07,0,0,35,431.8919000101741,13.496621875317942,3169884,1.5773447861183564e-08
embedding_std_73,std,73,4920234,1.1577992129996425e-07,0,0,35,431.8919000101741,13.496621875317942,3169884,1.5773447861183564e-08
embedding_std_74,std,74,4920234,1.1917445956239382e-09,6,13,35,431.8919000101741,13.496621875317942,3169884,1.5773447861183564e-08
embedding_std_75,std,75,4920234,2.076940400290145e-07,0,0,35,431.8919000101741,13.496621875317942,3169884,1.5773447861183564e-08
embedding_std_76,std,76,4920234,2.1195660135517892e-09,6,68,35,431.8919000101741,13.496621875317942,3169884,1.5773447861183564e-08
embedding_std_77,std,77,4920234,3.6357784435763e-09,1,1,35,431.8919000101741,13.496621875317942,3169884,1.5773447861183564e-08
embedding_std_78,std,78,4920234,7.194966858595355e-08,0,0,35,431.8919000101741,13.496621875317942,3169884,1.5773447861183564e-08
embedding_std_79,std,79,4920234,7.237358908619868e-08,0,0,35,431.8919000101741,13.496621875317942,3169884,1.5773447861183564e-08
embedding_std_80,std,80,4920234,7.849270756482882e-09,5,3297,35,431.8919000101741,13.496621875317942,3169884,1.5773447861183564e-08
embedding_std_81,std,81,4920234,1.0166715744266253e-08,1,0,35,431.8919000101741,13.496621875317942,3169884,1.5773447861183564e-08
embedding_std_82,std,82,4920234,1.3170945411478745e-07,0,0,35,431.8919000101741,13.496621875317942,3169884,1.5773447861183564e-08
embedding_std_83,std,83,4920234,5.032339962828853e-09,1,2,35,431.8919000101741,13.496621875317942,3169884,1.5773447861183564e-08
embedding_std_84,std,84,4920234,1.4357385966019884e-07,0,0,35,431.8919000101741,13.496621875317942,3169884,1.5773447861183564e-08
embedding_std_85,std,85,4920234,2.158898164562841e-07,0,0,35,431.8919000101741,13.496621875317942,3169884,1.5773447861183564e-08
embedding_std_86,std,86,4920234,6.989184747462553e-08,0,0,35,431.8919000101741,13.496621875317942,3169884,1.5773447861183564e-08
embedding_std_87,std,87,4920234,4.858568590802111e-11,3,4,35,431.8919000101741,13.496621875317942,3169884,1.5773447861183564e-08
embedding_std_88,std,88,4920234,4.2900778084642065e-09,5,860,35,431.8919000101741,13.496621875317942,3169884,1.5773447861183564e-08
embedding_std_89,std,89,4920234,8.183136587677861e-09,2,2,35,431.8919000101741,13.496621875317942,3169884,1.5773447861183564e-08
embedding_std_90,std,90,4920234,1.2848211916952232e-07,0,0,35,431.8919000101741,13.496621875317942,3169884,1.5773447861183564e-08
embedding_std_91,std,91,4920234,1.657620828008447e-07,0,0,35,431.8919000101741,13.496621875317942,3169884,1.5773447861183564e-08
embedding_std_92,std,92,4920234,1.668893966140796e-07,0,0,35,431.8919000101741,13.496621875317942,3169884,1.5773447861183564e-08
embedding_std_93,std,93,4920234,2.863845986648679e-07,0,0,35,431.8919000101741,13.496621875317942,3169884,1.5773447861183564e-08
embedding_std_94,std,94,4920234,2.181989675945281e-09,2,16,35,431.8919000101741,13.496621875317942,3169884,1.5773447861183564e-08
embedding_std_95,std,95,4920234,2.4856787244028052e-08,0,0,35,431.8919000101741,13.496621875317942,3169884,1.5773447861183564e-08
embedding_std_96,std,96,4920234,5.776062414570258e-07,0,0,36,459.98527763504535,14.374539926095167,3169884,1.5773447861183564e-08
embedding_std_97,std,97,4920234,2.2059733953066432e-08,0,0,36,459.98527763504535,14.374539926095167,3169884,1.5773447861183564e-08
embedding_std_98,std,98,4920234,2.6343918340702164e-09,4,7239,36,459.98527763504535,14.374539926095167,3169884,1.5773447861183564e-08
embedding_std_99,std,99,4920234,7.711279490041262e-08,0,0,36,459.98527763504535,14.374539926095167,3169884,1.5773447861183564e-08
embedding_std_100,std,100,4920234,1.1170342099527473e-07,0,0,36,459.98527763504535,14.374539926095167,3169884,1.5773447861183564e-08
embedding_std_101,std,101,4920234,1.039245427393876e-07,0,0,36,459.98527763504535,14.374539926095167,3169884,1.5773447861183564e-08
embedding_std_102,std,102,4920234,8.311630288944155e-09,1,1,36,459.98527763504535,14.374539926095167,3169884,1.5773447861183564e-08
embedding_std_103,std,103,4920234,1.4706801908468378e-08,1,273,36,459.98527763504535,14.374539926095167,3169884,1.5773447861183564e-08
embedding_std_104,std,104,4920234,5.9531015239075566e-08,0,0,36,459.98527763504535,14.374539926095167,3169884,1.5773447861183564e-08
embedding_std_105,std,105,4920234,7.687833713172748e-09,1,1,36,459.98527763504535,14.374539926095167,3169884,1.5773447861183564e-08
embedding_std_106,std,106,4920234,2.0290961793689188e-08,0,525,36,459.98527763504535,14.374539926095167,3169884,1.5773447861183564e-08
embedding_std_107,std,107,4920234,1.7452191998932813e-08,0,0,36,459.98527763504535,14.374539926095167,3169884,1.5773447861183564e-08
embedding_std_108,std,108,4920234,1.3923872204316886e-09,2,3,36,459.98527763504535,14.374539926095167,3169884,1.5773447861183564e-08
embedding_std_109,std,109,4920234,5.339921200644831e-08,0,0,36,459.98527763504535,14.374539926095167,3169884,1.5773447861183564e-08
embedding_std_110,std,110,4920234,8.401038791866856e-08,0,0,36,459.98527763504535,14.374539926095167,3169884,1.5773447861183564e-08
embedding_std_111,std,111,4920234,6.642739529530109e-09,2,73,36,459.98527763504535,14.374539926095167,3169884,1.5773447861183564e-08
embedding_std_112,std,112,4920234,2.4476541647496305e-08,0,0,36,459.98527763504535,14.374539926095167,3169884,1.5773447861183564e-08
embedding_std_113,std,113,4920234,2.2444856049832745e-08,0,0,36,459.98527763504535,14.374539926095167,3169884,1.5773447861183564e-08
embedding_std_114,std,114,4920234,2.1255961145395358e-07,0,0,36,459.98527763504535,14.374539926095167,3169884,1.5773447861183564e-08
embedding_std_115,std,115,4920234,3.566979390160542e-07,0,0,36,459.98527763504535,14.374539926095167,3169884,1.5773447861183564e-08
embedding_std_116,std,116,4920234,1.0326379907938637e-07,0,0,36,459.98527763504535,14.374539926095167,3169884,1.5773447861183564e-08
embedding_std_117,std,117,4920234,3.394275012649559e-09,3,23908,36,459.98527763504535,14.374539926095167,3169884,1.5773447861183564e-08
embedding_std_118,std,118,4920234,9.70901119081531e-08,0,0,36,459.98527763504535,14.374539926095167,3169884,1.5773447861183564e-08
embedding_std_119,std,119,4920234,9.87440673351352e-08,0,0,36,459.98527763504535,14.374539926095167,3169884,1.5773447861183564e-08
embedding_std_120,std,120,4920234,6.584991127154053e-08,0,0,36,459.98527763504535,14.374539926095167,3169884,1.5773447861183564e-08
embedding_std_121,std,121,4920234,4.2250571310805375e-10,9,1345,36,459.98527763504535,14.374539926095167,3169884,1.5773447861183564e-08
embedding_std_122,std,122,4920234,8.92387858939105e-08,0,0,36,459.98527763504535,14.374539926095167,3169884,1.5773447861183564e-08
embedding_std_123,std,123,4920234,5.5815022684375586e-11,9,591,36,459.98527763504535,14.374539926095167,3169884,1.5773447861183564e-08
