feature_index,avg_fi,stat,embedding_num,trait
1756,0.00014634958579732,std,732,embedding_std_732
1314,0.00014628001632634,std,290,embedding_std_290
385,0.00014617005183722,mean,385,embedding_mean_385
1232,0.00014615928936776,std,208,embedding_std_208
417,0.0001460589224333613,mean,417,embedding_mean_417
1761,0.00014598680622352001,std,737,embedding_std_737
552,0.00014586955097766,mean,552,embedding_mean_552
626,0.00014564907677556431,mean,626,embedding_mean_626
1988,0.00014558268154990002,std,964,embedding_std_964
413,0.00014546788553212,mean,413,embedding_mean_413
1092,0.00014544520315362,std,68,embedding_std_68
1550,0.00014543457570586002,std,526,embedding_std_526
363,0.00014532220061862355,mean,363,embedding_mean_363
1946,0.0001452889229141572,std,922,embedding_std_922
814,0.00014523890523098,mean,814,embedding_mean_814
726,0.00014471973839362,mean,726,embedding_mean_726
1444,0.00014470103593747712,std,420,embedding_std_420
2043,0.00014469454442275683,std,1019,embedding_std_1019
1395,0.0001445714841071968,std,371,embedding_std_371
2020,0.00014440686255115997,std,996,embedding_std_996
513,0.00014435875324136,mean,513,embedding_mean_513
138,0.00014386883746362,mean,138,embedding_mean_138
1298,0.000143782453786,std,274,embedding_std_274
1658,0.00014360931749775004,std,634,embedding_std_634
320,0.00014360463372121746,mean,320,embedding_mean_320
265,0.00014349005618898,mean,265,embedding_mean_265
2010,0.0001434032289106,std,986,embedding_std_986
1831,0.00014334207777078,std,807,embedding_std_807
1848,0.00014331628694045997,std,824,embedding_std_824
1466,0.00014331607576299998,std,442,embedding_std_442
1923,0.00014331101557962,std,899,embedding_std_899
1819,0.00014324284912922,std,795,embedding_std_795
625,0.00014320631380322917,mean,625,embedding_mean_625
953,0.00014306953811911202,mean,953,embedding_mean_953
607,0.00014279832281862843,mean,607,embedding_mean_607
810,0.00014279597841159768,mean,810,embedding_mean_810
1937,0.00014279115880136,std,913,embedding_std_913
1419,0.00014266535638060002,std,395,embedding_std_395
1129,0.0001425410474568274,std,105,embedding_std_105
1158,0.00014223470083388,std,134,embedding_std_134
663,0.0001420636301654,mean,663,embedding_mean_663
1516,0.0001420453924182,std,492,embedding_std_492
1656,0.0001418722456636,std,632,embedding_std_632
1387,0.00014153870060950002,std,363,embedding_std_363
1237,0.00014143337617978963,std,213,embedding_std_213
371,0.00014123395023742363,mean,371,embedding_mean_371
447,0.00014120285134256,mean,447,embedding_mean_447
811,0.00014118724454985826,mean,811,embedding_mean_811
1335,0.00014111237128658382,std,311,embedding_std_311
1479,0.0001411037506487,std,455,embedding_std_455
674,0.00014102753450497544,mean,674,embedding_mean_674
1380,0.00014102739481616772,std,356,embedding_std_356
1521,0.00014098503537148,std,497,embedding_std_497
1392,0.00014065613206704,std,368,embedding_std_368
574,0.00014063223081179998,mean,574,embedding_mean_574
805,0.00014040340598565055,mean,805,embedding_mean_805
1115,0.00014020282756668643,std,91,embedding_std_91
804,0.00014013557358426,mean,804,embedding_mean_804
1475,0.00014001461780586,std,451,embedding_std_451
274,0.00013999163813789534,mean,274,embedding_mean_274
879,0.0001398870657868,mean,879,embedding_mean_879
697,0.00013981326855746,mean,697,embedding_mean_697
1171,0.00013959780739325784,std,147,embedding_std_147
176,0.00013942340333508,mean,176,embedding_mean_176
526,0.00013932415684212,mean,526,embedding_mean_526
2021,0.00013918007666614,std,997,embedding_std_997
736,0.0001389686875553293,mean,736,embedding_mean_736
763,0.0001389578604608059,mean,763,embedding_mean_763
259,0.00013892268093849999,mean,259,embedding_mean_259
1224,0.00013882963337457998,std,200,embedding_std_200
74,0.00013860235202684,mean,74,embedding_mean_74
864,0.0001385883311127928,mean,864,embedding_mean_864
1742,0.000138500840094704,std,718,embedding_std_718
1070,0.0001383953521165,std,46,embedding_std_46
392,0.00013822169769634065,mean,392,embedding_mean_392
1737,0.00013815017780287997,std,713,embedding_std_713
1778,0.00013780123555114592,std,754,embedding_std_754
2019,0.00013762906150741194,std,995,embedding_std_995
1183,0.0001375925647223983,std,159,embedding_std_159
1824,0.00013742200450002663,std,800,embedding_std_800
714,0.00013740354007842,mean,714,embedding_mean_714
377,0.00013737383655768,mean,377,embedding_mean_377
970,0.00013736292740463115,mean,970,embedding_mean_970
1628,0.00013725878422212002,std,604,embedding_std_604
1217,0.00013684606115272002,std,193,embedding_std_193
523,0.00013666352417250895,mean,523,embedding_mean_523
1132,0.00013662709745751358,std,108,embedding_std_108
745,0.00013635308428434,mean,745,embedding_mean_745
1565,0.00013629533303822456,std,541,embedding_std_541
1208,0.00013611220798498,std,184,embedding_std_184
1116,0.00013606497636796,std,92,embedding_std_92
773,0.000136049174588,mean,773,embedding_mean_773
153,0.00013601225313337572,mean,153,embedding_mean_153
725,0.00013600485983346,mean,725,embedding_mean_725
1699,0.0001358849892000358,std,675,embedding_std_675
613,0.00013587008832312484,mean,613,embedding_mean_613
758,0.00013581960761599958,mean,758,embedding_mean_758
545,0.00013580131840728308,mean,545,embedding_mean_545
1091,0.0001357351449846,std,67,embedding_std_67
666,0.00013566553543284794,mean,666,embedding_mean_666
1714,0.00013561006039075732,std,690,embedding_std_690
1887,0.0001354966108611031,std,863,embedding_std_863
1766,0.0001353560963126,std,742,embedding_std_742
1054,0.0001352985981232339,std,30,embedding_std_30
1027,0.0001351078522838297,std,3,embedding_std_3
90,0.00013507969134091998,mean,90,embedding_mean_90
292,0.00013484744015352632,mean,292,embedding_mean_292
1506,0.00013470838306324563,std,482,embedding_std_482
299,0.00013418188953346445,mean,299,embedding_mean_299
1959,0.00013416631912041636,std,935,embedding_std_935
1930,0.00013408985656010003,std,906,embedding_std_906
508,0.00013402770153258002,mean,508,embedding_mean_508
1723,0.00013387628289318238,std,699,embedding_std_699
1441,0.0001338758422656343,std,417,embedding_std_417
1155,0.00013383226446688398,std,131,embedding_std_131
379,0.00013379069873625053,mean,379,embedding_mean_379
927,0.00013365016398111576,mean,927,embedding_mean_927
840,0.00013363104558205966,mean,840,embedding_mean_840
688,0.00013351279628328057,mean,688,embedding_mean_688
744,0.00013318462428756002,mean,744,embedding_mean_744
317,0.0001331756424924178,mean,317,embedding_mean_317
896,0.00013316989261127383,mean,896,embedding_mean_896
1752,0.000133095413857161,std,728,embedding_std_728
1496,0.00013298070778432664,std,472,embedding_std_472
1353,0.00013297166589493567,std,329,embedding_std_329
550,0.00013285862731181336,mean,550,embedding_mean_550
1231,0.00013276114737360002,std,207,embedding_std_207
909,0.00013268795139106338,mean,909,embedding_mean_909
580,0.00013257259080436,mean,580,embedding_mean_580
727,0.00013247148833438042,mean,727,embedding_mean_727
1775,0.00013241234450178,std,751,embedding_std_751
1815,0.00013201057721867878,std,791,embedding_std_791
239,0.00013191228465142,mean,239,embedding_mean_239
1838,0.00013176979689820653,std,814,embedding_std_814
664,0.00013170487053142037,mean,664,embedding_mean_664
383,0.0001316916194558,mean,383,embedding_mean_383
1782,0.0001315903400285065,std,758,embedding_std_758
429,0.00013157097475362,mean,429,embedding_mean_429
194,0.00013154892729972002,mean,194,embedding_mean_194
1244,0.0001315113684001884,std,220,embedding_std_220
791,0.00013129276100702002,mean,791,embedding_mean_791
630,0.000130768045347075,mean,630,embedding_mean_630
1990,0.00013062078880713527,std,966,embedding_std_966
1218,0.00013061495182682,std,194,embedding_std_194
242,0.00013044512091836,mean,242,embedding_mean_242
1087,0.0001303527058689,std,63,embedding_std_63
963,0.00013035044245631773,mean,963,embedding_mean_963
1434,0.00013033178310561998,std,410,embedding_std_410
446,0.00013020192145056001,mean,446,embedding_mean_446
1015,0.00013006981061960648,mean,1015,embedding_mean_1015
1176,0.00012995355813482,std,152,embedding_std_152
812,0.00012994220072308065,mean,812,embedding_mean_812
1873,0.00012990823699820736,std,849,embedding_std_849
209,0.0001292653460142628,mean,209,embedding_mean_209
125,0.00012915761323252796,mean,125,embedding_mean_125
845,0.0001291434033600774,mean,845,embedding_mean_845
1235,0.00012910854403152058,std,211,embedding_std_211
497,0.00012905163657776,mean,497,embedding_mean_497
1451,0.000129043885866756,std,427,embedding_std_427
400,0.00012902959190991612,mean,400,embedding_mean_400
51,0.00012879918514888816,mean,51,embedding_mean_51
154,0.00012871666456057578,mean,154,embedding_mean_154
830,0.00012864505652409932,mean,830,embedding_mean_830
609,0.00012860332540669028,mean,609,embedding_mean_609
406,0.00012852921563745543,mean,406,embedding_mean_406
1349,0.00012841272056636024,std,325,embedding_std_325
1546,0.00012835549769922,std,522,embedding_std_522
1876,0.00012830816937974,std,852,embedding_std_852
213,0.00012811237176183643,mean,213,embedding_mean_213
1166,0.0001280197006773875,std,142,embedding_std_142
1746,0.00012798728759280952,std,722,embedding_std_722
23,0.00012783911480949208,mean,23,embedding_mean_23
1692,0.00012783585316676963,std,668,embedding_std_668
1063,0.00012763375117644,std,39,embedding_std_39
1978,0.00012739570933288194,std,954,embedding_std_954
393,0.00012736319321929882,mean,393,embedding_mean_393
391,0.0001273219192539822,mean,391,embedding_mean_391
484,0.00012729254967367587,mean,484,embedding_mean_484
234,0.00012727702464748002,mean,234,embedding_mean_234
1084,0.0001272649674717797,std,60,embedding_std_60
1568,0.00012712008092673823,std,544,embedding_std_544
1505,0.00012711255571908072,std,481,embedding_std_481
579,0.00012704207130117434,mean,579,embedding_mean_579
1896,0.00012701270588025794,std,872,embedding_std_872
458,0.0001266895445657113,mean,458,embedding_mean_458
673,0.00012642304769054,mean,673,embedding_mean_673
1627,0.00012636394948745562,std,603,embedding_std_603
1462,0.00012631365574362771,std,438,embedding_std_438
305,0.00012628740589997996,mean,305,embedding_mean_305
289,0.00012612573737897888,mean,289,embedding_mean_289
622,0.00012611453484979133,mean,622,embedding_mean_622
1178,0.0001260434487383,std,154,embedding_std_154
480,0.0001260095502225765,mean,480,embedding_mean_480
1994,0.0001260035391802538,std,970,embedding_std_970
994,0.00012597636231618002,mean,994,embedding_mean_994
1636,0.00012586116672859998,std,612,embedding_std_612
987,0.00012581010449683465,mean,987,embedding_mean_987
1743,0.0001257563230750427,std,719,embedding_std_719
2006,0.00012572966495475238,std,982,embedding_std_982
575,0.00012569651222936,mean,575,embedding_mean_575
1985,0.00012545191348161392,std,961,embedding_std_961
1754,0.00012533519587058412,std,730,embedding_std_730
2018,0.0001253076681467256,std,994,embedding_std_994
1292,0.00012511442625082002,std,268,embedding_std_268
98,0.00012497028628378413,mean,98,embedding_mean_98
1243,0.00012493872521218,std,219,embedding_std_219
156,0.000124921512280907,mean,156,embedding_mean_156
1055,0.0001248946015209,std,31,embedding_std_31
466,0.00012473241196898,mean,466,embedding_mean_466
1936,0.00012464289255735203,std,912,embedding_std_912
1160,0.00012451774435992693,std,136,embedding_std_136
1771,0.00012434186950758486,std,747,embedding_std_747
1668,0.0001243324272908457,std,644,embedding_std_644
1534,0.00012432420284826017,std,510,embedding_std_510
427,0.00012430846658276,mean,427,embedding_mean_427
522,0.00012430304494588667,mean,522,embedding_mean_522
598,0.0001241501125472041,mean,598,embedding_mean_598
1829,0.00012412596717817237,std,805,embedding_std_805
606,0.00012381582805458,mean,606,embedding_mean_606
424,0.00012362083526832926,mean,424,embedding_mean_424
477,0.00012360415640785236,mean,477,embedding_mean_477
1592,0.00012354074788899818,std,568,embedding_std_568
183,0.00012352349545929455,mean,183,embedding_mean_183
261,0.000123516785713103,mean,261,embedding_mean_261
1373,0.00012330855162124549,std,349,embedding_std_349
1659,0.00012303001707901617,std,635,embedding_std_635
1705,0.00012295601873308,std,681,embedding_std_681
1034,0.00012292040025837998,std,10,embedding_std_10
439,0.00012291398114226793,mean,439,embedding_mean_439
384,0.00012281081184410095,mean,384,embedding_mean_384
1874,0.00012273493037572708,std,850,embedding_std_850
802,0.00012263972970438,mean,802,embedding_mean_802
368,0.00012246866584878866,mean,368,embedding_mean_368
1391,0.00012243941392714396,std,367,embedding_std_367
1316,0.00012241755334047334,std,292,embedding_std_292
706,0.00012219950008342657,mean,706,embedding_mean_706
1588,0.00012193942470258767,std,564,embedding_std_564
2014,0.00012190886073847865,std,990,embedding_std_990
1688,0.00012188892242022628,std,664,embedding_std_664
887,0.00012182099717529806,mean,887,embedding_mean_887
624,0.00012165907608145522,mean,624,embedding_mean_624
1354,0.00012145065759050838,std,330,embedding_std_330
940,0.00012144170284476808,mean,940,embedding_mean_940
1748,0.00012138013493355126,std,724,embedding_std_724
216,0.0001212795673374819,mean,216,embedding_mean_216
1964,0.0001208374563371101,std,940,embedding_std_940
531,0.00012074748567147999,mean,531,embedding_mean_531
1981,0.00012072794035047838,std,957,embedding_std_957
1041,0.00012051747203452616,std,17,embedding_std_17
1329,0.00012050552060222604,std,305,embedding_std_305
1501,0.00012050464499564909,std,477,embedding_std_477
1511,0.00012046774069554526,std,487,embedding_std_487
839,0.00012043298067539289,mean,839,embedding_mean_839
1975,0.00012041619534670594,std,951,embedding_std_951
808,0.00012041200168275615,mean,808,embedding_mean_808
2029,0.00012026060085882861,std,1005,embedding_std_1005
1666,0.00012017629816685284,std,642,embedding_std_642
1382,0.00012011420726225793,std,358,embedding_std_358
1410,0.00012009482933205993,std,386,embedding_std_386
1531,0.00011999124286200821,std,507,embedding_std_507
1635,0.00011988908908950521,std,611,embedding_std_611
1884,0.00011986908273937918,std,860,embedding_std_860
110,0.00011985670915182002,mean,110,embedding_mean_110
2001,0.00011975425955545809,std,977,embedding_std_977
208,0.00011971729136685423,mean,208,embedding_mean_208
1455,0.00011962737664952,std,431,embedding_std_431
262,0.00011957436221903897,mean,262,embedding_mean_262
1297,0.00011939582520520525,std,273,embedding_std_273
1850,0.00011929948710716,std,826,embedding_std_826
1640,0.00011920725280749999,std,616,embedding_std_616
614,0.00011916753864836555,mean,614,embedding_mean_614
1117,0.00011914324314035798,std,93,embedding_std_93
1674,0.00011913336611006147,std,650,embedding_std_650
121,0.00011907372324532373,mean,121,embedding_mean_121
475,0.00011906834790448397,mean,475,embedding_mean_475
1962,0.00011900110556372957,std,938,embedding_std_938
47,0.00011876501558982,mean,47,embedding_mean_47
1404,0.0001187317236827333,std,380,embedding_std_380
1769,0.00011871399570362792,std,745,embedding_std_745
760,0.00011870279542963598,mean,760,embedding_mean_760
707,0.0001185547919526234,mean,707,embedding_mean_707
1411,0.00011850573785162262,std,387,embedding_std_387
1645,0.00011847696233723999,std,621,embedding_std_621
1102,0.00011810898414819633,std,78,embedding_std_78
1202,0.0001181060794463837,std,178,embedding_std_178
652,0.00011804101759602042,mean,652,embedding_mean_652
1262,0.0001180161438501,std,238,embedding_std_238
1675,0.00011784260956423129,std,651,embedding_std_651
1738,0.0001178398753763474,std,714,embedding_std_714
1191,0.00011778639122041833,std,167,embedding_std_167
1625,0.00011778387952422948,std,601,embedding_std_601
1855,0.00011776888747518637,std,831,embedding_std_831
160,0.00011771286589409827,mean,160,embedding_mean_160
912,0.0001176756734212856,mean,912,embedding_mean_912
1338,0.00011762946636966832,std,314,embedding_std_314
520,0.00011750057478168267,mean,520,embedding_mean_520
102,0.00011747357401450001,mean,102,embedding_mean_102
956,0.00011740396074106803,mean,956,embedding_mean_956
1433,0.00011732140706018749,std,409,embedding_std_409
279,0.00011729952251531982,mean,279,embedding_mean_279
116,0.00011729905961286021,mean,116,embedding_mean_116
498,0.00011722935393143784,mean,498,embedding_mean_498
1652,0.00011721154575731721,std,628,embedding_std_628
1847,0.0001171645309189317,std,823,embedding_std_823
309,0.0001171053332248097,mean,309,embedding_mean_309
972,0.00011700285998410543,mean,972,embedding_mean_972
576,0.00011694725927240543,mean,576,embedding_mean_576
1470,0.00011682006492370778,std,446,embedding_std_446
301,0.00011677450377992399,mean,301,embedding_mean_301
1481,0.00011672871408356985,std,457,embedding_std_457
1660,0.00011650411327039046,std,636,embedding_std_636
270,0.0001164646796839812,mean,270,embedding_mean_270
1495,0.00011645938578186001,std,471,embedding_std_471
455,0.00011630426728952972,mean,455,embedding_mean_455
399,0.00011625686699197587,mean,399,embedding_mean_399
1406,0.00011624256973584385,std,382,embedding_std_382
797,0.00011607549437664996,mean,797,embedding_mean_797
1393,0.00011600415935823269,std,369,embedding_std_369
1744,0.00011596372043817913,std,720,embedding_std_720
1693,0.00011582219271725569,std,669,embedding_std_669
905,0.0001158188379803832,mean,905,embedding_mean_905
1151,0.00011581183490212174,std,127,embedding_std_127
743,0.00011577805073759588,mean,743,embedding_mean_743
1934,0.00011576462439039895,std,910,embedding_std_910
1008,0.00011575652884743479,mean,1008,embedding_mean_1008
1229,0.00011572604842190233,std,205,embedding_std_205
1042,0.00011571601659262,std,18,embedding_std_18
957,0.0001153153803068267,mean,957,embedding_mean_957
50,0.00011520591917450516,mean,50,embedding_mean_50
515,0.00011513732013348227,mean,515,embedding_mean_515
397,0.00011512245326261506,mean,397,embedding_mean_397
1622,0.00011512005265963571,std,598,embedding_std_598
1593,0.00011508472778595799,std,569,embedding_std_569
1493,0.0001150704648842341,std,469,embedding_std_469
695,0.00011504864255382536,mean,695,embedding_mean_695
1187,0.00011503073570988333,std,163,embedding_std_163
1303,0.00011500175615398968,std,279,embedding_std_279
101,0.00011497705354057899,mean,101,embedding_mean_101
1253,0.00011495799570952029,std,229,embedding_std_229
1437,0.00011461124459125589,std,413,embedding_std_413
340,0.00011460017333946685,mean,340,embedding_mean_340
1383,0.00011441893062036903,std,359,embedding_std_359
702,0.0001143979717594882,mean,702,embedding_mean_702
1870,0.00011421558706741573,std,846,embedding_std_846
1686,0.00011421388506824593,std,662,embedding_std_662
537,0.00011412752849252582,mean,537,embedding_mean_537
1211,0.00011398295613392893,std,187,embedding_std_187
568,0.00011395342120075823,mean,568,embedding_mean_568
212,0.00011380689745918408,mean,212,embedding_mean_212
644,0.00011364941739842,mean,644,embedding_mean_644
1270,0.00011352967452516812,std,246,embedding_std_246
1364,0.00011344355805998562,std,340,embedding_std_340
1823,0.00011332484424206023,std,799,embedding_std_799
2011,0.00011324323190176746,std,987,embedding_std_987
565,0.00011319755123020728,mean,565,embedding_mean_565
1839,0.00011318137939440734,std,815,embedding_std_815
1313,0.0001130290314241939,std,289,embedding_std_289
665,0.00011296525849951471,mean,665,embedding_mean_665
1958,0.00011282787191359521,std,934,embedding_std_934
438,0.00011280184690064923,mean,438,embedding_mean_438
564,0.00011279320525070817,mean,564,embedding_mean_564
114,0.00011279214241059631,mean,114,embedding_mean_114
1683,0.00011277708110468503,std,659,embedding_std_659
590,0.0001126252948871047,mean,590,embedding_mean_590
1548,0.00011238598747045515,std,524,embedding_std_524
1647,0.00011233803915277107,std,623,embedding_std_623
1888,0.00011217731022034627,std,864,embedding_std_864
717,0.0001121465390050374,mean,717,embedding_mean_717
772,0.00011214108566833267,mean,772,embedding_mean_772
1006,0.00011211086044938287,mean,1006,embedding_mean_1006
1538,0.00011209075184520031,std,514,embedding_std_514
1624,0.00011202953575616017,std,600,embedding_std_600
837,0.00011195595230002,mean,837,embedding_mean_837
1219,0.00011195400813744645,std,195,embedding_std_195
801,0.00011190633709907516,mean,801,embedding_mean_801
1173,0.00011169272334614499,std,149,embedding_std_149
1310,0.00011161559342989,std,286,embedding_std_286
1998,0.00011149400431872752,std,974,embedding_std_974
1919,0.0001114790665590991,std,895,embedding_std_895
1836,0.00011144791248454337,std,812,embedding_std_812
893,0.0001114112558145409,mean,893,embedding_mean_893
1687,0.0001113796174905031,std,663,embedding_std_663
131,0.00011118250780271224,mean,131,embedding_mean_131
917,0.00011111548087424703,mean,917,embedding_mean_917
1740,0.00011100089134838173,std,716,embedding_std_716
1127,0.00011097626531126805,std,103,embedding_std_103
516,0.00011083908312169852,mean,516,embedding_mean_516
264,0.0001107626074021176,mean,264,embedding_mean_264
319,0.00011072049801685636,mean,319,embedding_mean_319
1597,0.00011053279295129355,std,573,embedding_std_573
1709,0.00011046383287403636,std,685,embedding_std_685
1864,0.00011042328516426301,std,840,embedding_std_840
891,0.00011018970589374009,mean,891,embedding_mean_891
1300,0.00011007743520386765,std,276,embedding_std_276
1993,0.00011002367363865946,std,969,embedding_std_969
1929,0.00010999213904153598,std,905,embedding_std_905
2042,0.0001099688859521328,std,1018,embedding_std_1018
1893,0.00010982139509835572,std,869,embedding_std_869
487,0.00010980092395535888,mean,487,embedding_mean_487
1704,0.00010944141492702187,std,680,embedding_std_680
1358,0.0001093484292765343,std,334,embedding_std_334
1137,0.00010919426227080548,std,113,embedding_std_113
500,0.00010911341079553523,mean,500,embedding_mean_500
1245,0.00010906292574986805,std,221,embedding_std_221
1341,0.0001088529240970925,std,317,embedding_std_317
542,0.00010868698464528434,mean,542,embedding_mean_542
1902,0.00010862090769311695,std,878,embedding_std_878
1676,0.0001085945853654811,std,652,embedding_std_652
1488,0.00010857276338222316,std,464,embedding_std_464
902,0.00010855022531805823,mean,902,embedding_mean_902
1901,0.00010852403321095255,std,877,embedding_std_877
1036,0.00010818712037565114,std,12,embedding_std_12
1718,0.00010816459207670346,std,694,embedding_std_694
373,0.00010814027742322804,mean,373,embedding_mean_373
2032,0.00010807269257666356,std,1008,embedding_std_1008
554,0.0001080415458358923,mean,554,embedding_mean_554
1069,0.0001079494394219816,std,45,embedding_std_45
189,0.00010788866598257984,mean,189,embedding_mean_189
1974,0.00010786779008909537,std,950,embedding_std_950
1290,0.00010773244577780988,std,266,embedding_std_266
1023,0.00010771695862364072,mean,1023,embedding_mean_1023
1500,0.00010770774844976285,std,476,embedding_std_476
1291,0.00010764520866645135,std,267,embedding_std_267
1461,0.00010721834913431632,std,437,embedding_std_437
1134,0.00010714158427329264,std,110,embedding_std_110
1360,0.00010694688569172499,std,336,embedding_std_336
331,0.00010689656064833673,mean,331,embedding_mean_331
396,0.00010687239650670039,mean,396,embedding_mean_396
322,0.00010678048121582949,mean,322,embedding_mean_322
1396,0.00010676109986013573,std,372,embedding_std_372
1484,0.00010671704166731989,std,460,embedding_std_460
271,0.00010671549054030133,mean,271,embedding_mean_271
220,0.00010670667319371456,mean,220,embedding_mean_220
1035,0.00010669291434886611,std,11,embedding_std_11
932,0.00010667124048575705,mean,932,embedding_mean_932
1749,0.00010663671047215938,std,725,embedding_std_725
1331,0.00010663414943496859,std,307,embedding_std_307
1720,0.00010662775574100223,std,696,embedding_std_696
2004,0.00010658167538659276,std,980,embedding_std_980
1741,0.00010651361877743752,std,717,embedding_std_717
1381,0.00010647048033981097,std,357,embedding_std_357
454,0.00010643873822826365,mean,454,embedding_mean_454
1813,0.00010637998622909269,std,789,embedding_std_789
868,0.00010632577605935252,mean,868,embedding_mean_868
420,0.00010631707077920492,mean,420,embedding_mean_420
1999,0.0001062458831566708,std,975,embedding_std_975
1904,0.00010614215094821239,std,880,embedding_std_880
65,0.00010606712696566832,mean,65,embedding_mean_65
982,0.0001056678945264956,mean,982,embedding_mean_982
1700,0.00010542473312803579,std,676,embedding_std_676
1317,0.00010534538799510573,std,293,embedding_std_293
1528,0.00010522295852705396,std,504,embedding_std_504
525,0.00010515215756025083,mean,525,embedding_mean_525
1075,0.00010515144845370979,std,51,embedding_std_51
1629,0.00010507577102576058,std,605,embedding_std_605
390,0.00010506145995949874,mean,390,embedding_mean_390
1414,0.00010500137352329054,std,390,embedding_std_390
1623,0.00010490667280534487,std,599,embedding_std_599
2012,0.00010461019579778687,std,988,embedding_std_988
1890,0.00010451711444465005,std,866,embedding_std_866
729,0.00010450362200216993,mean,729,embedding_mean_729
63,0.00010435218252910661,mean,63,embedding_mean_63
134,0.00010422103799385634,mean,134,embedding_mean_134
409,0.00010421581567639788,mean,409,embedding_mean_409
1200,0.00010416950409400853,std,176,embedding_std_176
1621,0.00010410306854356072,std,597,embedding_std_597
1212,0.0001040505288247819,std,188,embedding_std_188
1498,0.000104022257850043,std,474,embedding_std_474
1146,0.00010399661116679729,std,122,embedding_std_122
1066,0.00010394243163125293,std,42,embedding_std_42
2028,0.00010382618712714217,std,1004,embedding_std_1004
1204,0.00010381271922425998,std,180,embedding_std_180
709,0.00010348875008129094,mean,709,embedding_mean_709
1925,0.00010334525632413989,std,901,embedding_std_901
1302,0.000103332402330615,std,278,embedding_std_278
628,0.00010320745362828242,mean,628,embedding_mean_628
1580,0.00010319461905760168,std,556,embedding_std_556
442,0.00010298965679436193,mean,442,embedding_mean_442
2040,0.00010286359606812226,std,1016,embedding_std_1016
1818,0.00010286236084472165,std,794,embedding_std_794
617,0.00010262635603408431,mean,617,embedding_mean_617
1947,0.00010239568156333231,std,923,embedding_std_923
687,0.00010237098963582878,mean,687,embedding_mean_687
1142,0.00010217932264328299,std,118,embedding_std_118
1574,0.00010205013314076706,std,550,embedding_std_550
1280,0.00010185518176381802,std,256,embedding_std_256
451,0.00010180723549480257,mean,451,embedding_mean_451
1021,0.00010176869773225697,mean,1021,embedding_mean_1021
1019,0.00010165211781549886,mean,1019,embedding_mean_1019
1571,0.00010164153051392267,std,547,embedding_std_547
1108,0.000101628752632054,std,84,embedding_std_84
1980,0.00010153743039623307,std,956,embedding_std_956
1440,0.00010145460157317353,std,416,embedding_std_416
1299,0.00010145452740778403,std,275,embedding_std_275
152,0.00010132917875562864,mean,152,embedding_mean_152
1118,0.0001011760157071541,std,94,embedding_std_94
444,0.00010097867450831015,mean,444,embedding_mean_444
1908,0.00010097741272930576,std,884,embedding_std_884
1760,0.00010093356368499544,std,736,embedding_std_736
1104,0.00010084620144190553,std,80,embedding_std_80
140,0.0001008137474021277,mean,140,embedding_mean_140
1323,0.00010080681303887171,std,299,embedding_std_299
1282,0.00010077443175277952,std,258,embedding_std_258
882,0.00010077238011352832,mean,882,embedding_mean_882
2037,0.00010074716047028936,std,1013,embedding_std_1013
1032,0.0001005019564184943,std,8,embedding_std_8
67,0.00010046063101779173,mean,67,embedding_mean_67
855,0.00010045663526903626,mean,855,embedding_mean_855
1038,0.00010033475615983335,std,14,embedding_std_14
1188,0.00010031852013787175,std,164,embedding_std_164
774,0.00010020785484311071,mean,774,embedding_mean_774
684,0.00010015706951103133,mean,684,embedding_mean_684
1649,0.00010005883139701618,std,625,embedding_std_625
838,0.00010000795665768092,mean,838,embedding_mean_838
1953,9.996959118117165e-05,std,929,embedding_std_929
859,9.996041900663493e-05,mean,859,embedding_mean_859
432,9.994551388951591e-05,mean,432,embedding_mean_432
1234,9.989657844157031e-05,std,210,embedding_std_210
203,9.987816537454512e-05,mean,203,embedding_mean_203
1138,9.969187456451958e-05,std,114,embedding_std_114
364,9.968775819598815e-05,mean,364,embedding_mean_364
1114,9.968529031937744e-05,std,90,embedding_std_90
1344,9.955896707001192e-05,std,320,embedding_std_320
1168,9.954209539269226e-05,std,144,embedding_std_144
1423,9.951862170426244e-05,std,399,embedding_std_399
710,9.943910453514602e-05,mean,710,embedding_mean_710
1945,9.922795995211272e-05,std,921,embedding_std_921
1965,9.920001646293697e-05,std,941,embedding_std_941
1150,9.871287789406655e-05,std,126,embedding_std_126
1830,9.86804566371937e-05,std,806,embedding_std_806
1755,9.852679156530329e-05,std,731,embedding_std_731
280,9.84109546766148e-05,mean,280,embedding_mean_280
1854,9.825421857762411e-05,std,830,embedding_std_830
1197,9.824527843367392e-05,std,173,embedding_std_173
496,9.812190003792725e-05,mean,496,embedding_mean_496
685,9.811325832306856e-05,mean,685,embedding_mean_685
483,9.809102332492998e-05,mean,483,embedding_mean_483
356,9.790430675487389e-05,mean,356,embedding_mean_356
1727,9.778299957548626e-05,std,703,embedding_std_703
1325,9.762845412707612e-05,std,301,embedding_std_301
601,9.754929953175123e-05,mean,601,embedding_mean_601
1939,9.750657919552894e-05,std,915,embedding_std_915
978,9.740207649354106e-05,mean,978,embedding_mean_978
1053,9.727205536853108e-05,std,29,embedding_std_29
1695,9.696783696111587e-05,std,671,embedding_std_671
1464,9.693577408126655e-05,std,440,embedding_std_440
1514,9.687885805270298e-05,std,490,embedding_std_490
1894,9.679761214418017e-05,std,870,embedding_std_870
569,9.666246259898107e-05,mean,569,embedding_mean_569
1802,9.630227111736433e-05,std,778,embedding_std_778
