"Variety Name","Plot Number","Block","LeafPhotoA","LeafPhotoNotes"
"AS 5826 Holcus","21501","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21501_LeafPhotoA_2025-10-24%2015_07_21.996-05_00.jpg",
"Framiola DL/59/1539","21502","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21502_LeafPhotoA_2025-10-24%2015_08_35.417-05_00.jpg",
"54.K.94(Witchweed res.)","21503","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21503_LeafPhotoA_2025-10-24%2015_10_12.048-05_00.jpg",
"Check","21504","2",,
"Black Spanish","21505","2",,
"SPUR FETERITA","21506","2",,
"Check","21507","2",,
"LianTang Ai","21508","2",,
"CAPROCK","21509","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21509_LeafPhotoA_2025-10-24%2015_17_43.162-05_00.jpg",
"Check","21510","2",,
"SAP-230","21511","2",,
"ZA41 Danye","21512","2",,
"SAP-171","21513","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21513_LeafPhotoA_2025-10-24%2015_19_30.570-05_00.jpg",
"PINK KAFIR","21514","2",,
"A/BTx635","21515","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21515_LeafPhotoA_2025-10-24%2015_21_18.298-05_00.jpg",
"Check","21516","2",,
"CE151-262-A1","21517","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21517_LeafPhotoA_2025-10-24%2015_22_38.840-05_00.jpg",
"SC 1047","21518","2",,
"Mashila","21519","2",,
"KA 24","21520","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21520_LeafPhotoA_2025-10-24%2015_23_59.298-05_00.jpg","N=2"
"SO 16","21521","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21521_LeafPhotoA_2025-10-24%2015_25_39.460-05_00.jpg",
"SAP-250","21522","2",,
"No. 25 Gobo, Kaichama Ethiopia","21523","2",,
"SAP-287","21524","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21524_LeafPhotoA_2025-10-24%2015_27_34.832-05_00.jpg",
"SC 790","21525","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21525_LeafPhotoA_2025-10-24%2015_28_37.282-05_00.jpg",
"SC 386","21526","2",,
"SC 1215","21527","2",,
"No. 5 Gambela","21601","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21601_LeafPhotoA_2025-10-24%2015_32_28.971-05_00.jpg",
"KA 12 Janjari","21602","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21602_LeafPhotoA_2025-10-24%2015_34_57.540-05_00.jpg",
"No. 59 Bekedjie, Kembolcha Ethiopia","21603","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21603_LeafPhotoA_2025-10-24%2015_36_27.704-05_00.jpg",
"F.R. Miller","21604","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21604_LeafPhotoA_2025-10-24%2015_39_10.526-05_00.jpg",
"SAP-172","21605","2",,
"Check","21606","2",,
"SC 59","21607","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21607_LeafPhotoA_2025-10-24%2015_45_30.296-05_00.jpg",
"SC 1463","21608","2",,
"Check","21609","2",,
"A-96","21610","2",,
"R3, 80","21611","2",,
"SO 85","21612","2",,
"BTx640","21613","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21613_LeafPhotoA_2025-10-24%2015_47_56.615-05_00.jpg",
"SAP-306","21614","2",,
"90M","21615","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21615_LeafPhotoA_2025-10-24%2015_52_06.529-05_00.jpg",
"KANSAS ORANGE","21616","2",,
"SC 1251","21617","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21617_LeafPhotoA_2025-10-24%2015_54_27.222-05_00.jpg",
"WRAY_(XK: fromBIllRooney_TAMU_2024)","21618","2",,
"HC 6028","21619","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21619_LeafPhotoA_2025-10-24%2015_56_20.653-05_00.jpg",
"Check","21620","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21620_LeafPhotoA_2025-10-24%2015_57_44.082-05_00.jpg",
"BO 36","21621","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21621_LeafPhotoA_2025-10-24%2015_59_31.076-05_00.jpg",
"No. 902 Sorghum arundi","21622","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21622_LeafPhotoA_2025-10-24%2016_01_45.056-05_00.jpg",
"Check","21623","2",,
"SAP-398","21624","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21624_LeafPhotoA_2025-10-24%2016_03_55.167-05_00.jpg",
"BTx3042","21625","2",,
"IS 2319C","21626","2",,
"A/BTx626","21627","2",,
"IS 18696","30101","3",,
"Dobbs","30102","3",,
"SAP-206","30103","3",,
"Check","30104","3",,
"SAP-341","30105","3",,
"Check","30106","3",,
"QL3(India)","30107","3",,
"RTAM428","30108","3",,
"88V1080","30109","3",,
"Wit Lichtenburg DL/59/1530","30110","3",,
"No. 1 Gambela","30111","3",,
"BO 36","30112","3",,
"SAP-342","30113","3",,
"SAP-311","30114","3",,
"Mashica","30115","3",,
"SC 1215","30116","3",,
"Check","30117","3",,
"A/BTx626","30118","3",,
"Tambroro 7","30119","3",,
"KA 15 Yazgar Giwa","30120","3",,
"Check","30121","3",,
"SAP-264","30122","3",,
"TAM2566","30123","3",,
"SAP-135","30124","3",,
"IS 7151C","30125","3",,
"SC 1484","30126","3",,
"Check","30127","3",,
"Check","30201","3",,
"Check","30202","3",,
"18NL048 @-01","30203","3",,
"No. 64 Netch Addesho Ethiopia","30204","3",,
"BOK11","30205","3",,
"Check","30206","3",,
"Check","30207","3",,
"SC 172","30208","3",,
"Dorado","30209","3",,
"AS 4055 N Kambwa","30210","3",,
"HC 6028","30211","3",,
"Mashila","30212","3",,
"SAP-138","30213","3",,
"Jowar Red Jankinagar","30214","3",,
"No. 902 Sorghum arundi","30215","3",,
"SC 639","30216","3",,
"KELLER","30217","3",,
"SC 386","30218","3",,
"Kabutuwa","30219","3",,
"Barking 119","30220","3",,
"SAP-263","30221","3",,
"Black Spanish","30222","3",,
"Check","30223","3",,
"F.R. Miller","30224","3",,
"Check","30225","3",,
"CAPROCK","30226","3",,
"SC 610","30227","3",,
"No. 35 Mab","30301","3",,
"740 Oua Berr","30302","3",,
"Orange No. l, Baijo","30303","3",,
"Mashica","30304","3",,
"RTx430_(XK: fromBillRooney_TAMU_2024)","30305","3",,
"SAP-225","30306","3",,
"R9188","30307","3",,
"Check","30308","3",,
"JOCORO","30309","3",,
"Check","30310","3",,
"Kireniga 317","30311","3",,
"18NL277 @-01","30312","3",,
"Mashica","30313","3",,
"SAP-250","30314","3",,
"No. 25 Gobo, Kaichama Ethiopia","30315","3",,
"PLAINSMAN","30316","3",,
"SC 1439","30317","3",,
"SC 790","30318","3",,
"EC 21360 G29","30319","3",,
"AS 5826 Holcus","30320","3",,
"KA 12 Janjari","30321","3",,
"SAP-173","30322","3",,
"BTx623_(XK: fromBIllRooney_TAMU_2024)","30323","3",,
"SAP-158","30324","3",,
"SC 695","30325","3",,
"WILEY","30326","3",,
"SAP-380","30327","3",,
"Accho Karuho","30401","3",,
"Deburr","30402","3",,
"Jola Nandyal","30403","3",,
"Check","30404","3",,
"Tx2891","30405","3",,
"RTX434","30406","3",,
"SC 968","30407","3",,
"Tortillerio","30408","3",,
"SC 326-6","30409","3",,
"Hamaisi 38","30410","3",,
"Bulfontein White Kafir Corn DL/60/133","30411","3",,
"1903 AS 4633","30412","3",,
"MARTIN","30413","3",,
"SAP-398","30414","3",,
"A 84","30415","3",,
"SC 525","30416","3",,
"Check","30417","3",,
"BTx406","30418","3",,
"Framiola DL/59/1539","30419","3",,
"Check","30420","3",,
"AS 4136 Masaka Luwemba","30421","3",,
"SAP-157","30422","3",,
"SPUR FETERITA","30423","3",,
"SAP-286","30424","3",,
"TX 3197 (COMB KAFIR 60) B LINE","30425","3",,
"Tx2785","30426","3",,
"Check","30427","3",,
"Malwal Aweil","30501","3",,
"T 28","30502","3",,
"Check","30503","3",,
"Ex-Mubi","30504","3",,
"SAP-133","30505","3",,
"SAP-154","30506","3",,
"Ajabsido","30507","3",,
"Check","30508","3",,
"Check","30509","3",,
"SAP-219","30510","3",,
"No. 4 Hadoui","30511","3",,
"290 Feterita Shendi 2","30512","3",,
"SAP-280","30513","3",,
"IS 3515C","30514","3",,
"SAP-287","30515","3",,
"Check","30516","3",,
"SC 1476","30517","3",,
"P-721","30518","3",,
"Tuery 11","30519","3",,
"PL 47","30520","3",,
"2033Z-3","30521","3",,
"Check","30522","3",,
"Tx2741","30523","3",,
"Check","30524","3",,
"TX 378 (REDLAN) B LINE","30525","3",,
"Check","30526","3",,
"SC 59","30527","3",,
"Check","30601","3",,
"No. 69 Mashela Tinguish, Warakul Ethiopi","30602","3",,
"SAP-275","30603","3",,
"Check","30604","3",,
"WHEATLAND","30605","3",,
"Nkuli Swaziland","30606","3",,
"SC 748-5","30607","3",,
"SUMAC","30608","3",,
"N290B","30609","3",,
"Check","30610","3",,
"Check","30611","3",,
"450 Bori Light Brown","30612","3",,
"Check","30613","3",,
"Check","30614","3",,
"Check","30615","3",,
"SC 49","30616","3",,
"IS 2319C","30617","3",,
"RTx2536","30618","3",,
"54.K.94(Witchweed res.)","30619","3",,
"Budy","30620","3",,
"Check","30621","3",,
"Check","30622","3",,
"SAP-336","30623","3",,
"SAN CHI SAN","30624","3",,
"Check","30625","3",,
"LianTang Ai","30626","3",,
"Check","30627","3",,
"AS 2613 NT","30701","3",,
"SAP-148","30702","3",,
"K037 Camjin","30703","3",,
"Check","30704","3",,
"Tx2917","30705","3",,
"Check","30706","3",,
"BTx642","30707","3",,
"Check","30708","3",,
"Check","30709","3",,
"SO 16","30710","3",,
"ZA 71","30711","3",,
"MN 707 (preconverted)","30712","3",,
"SAP-134","30713","3",,
"DAY MILO","30714","3",,
"SAP-159","30715","3",,
"SC 947","30716","3",,
"BTx3042","30717","3",,
"Shan Qui Red","30718","3",,
"Feterita Geshaish","30719","3",,
"M 1","30720","3",,
"RED AMBER","30721","3",,
"KS 115","30722","3",,
"TEXAS BLACKHULL KAFIR","30723","3",,
"Check","30724","3",,
"SAP-50","30725","3",,
"SUGAR DRIP","30726","3",,
"SC 1494","30727","3",,
"Check","30801","3",,
"SV 34","30802","3",,
"Brawley","30803","3",,
"SAP-340","30804","3",,
"SAP-128","30805","3",,
"RTX435","30806","3",,
"SOBERANO","30807","3",,
"SC 22","30808","3",,
"SC 1277","30809","3",,
"KA 24","30810","3",,
"Check","30811","3",,
"Sorghum Soroti","30812","3",,
"SAP-162","30813","3",,
"KS19","30814","3",,
"Check","30815","3",,
"SC 621","30816","3",,
"SC 85","30817","3",,
"TX2784","30818","3",,
"No. 59 Bekedjie, Kembolcha Ethiopia","30819","3",,
"Chanan Singoo","30820","3",,
"No. 5 Gambela","30821","3",,
"MN 708 (preconverted)","30822","3",,
"WACONIA","30823","3",,
"SAP-172","30824","3",,
"Check","30825","3",,
"SC 1463","30826","3",,
"KAT83369","30827","3",,
"SAP-404","30901","3",,
"Check","30902","3",,
"Check","30903","3",,
"ICSV 1089BF","30904","3",,
"Check","30905","3",,
"SEPON82","30906","3",,
"SC 1471","30907","3",,
"Check","30908","3",,
"Marupantse","30909","3",,
"R1,4","30910","3",,
"R3, 80","30911","3",,
"ZA41 Danye","30912","3",,
"R TX 431","30913","3",,
"Check","30914","3",,
"A/BTxARG-1","30915","3",,
"KANSAS ORANGE","30916","3",,
"DELLA","30917","3",,
"Ramada_(XK: fromTomClemente_UNL_2024)","30918","3",,
"Mugbash 56/56","30919","3",,
"Kokla","30920","3",,
"Zera Zera White","30921","3",,
"SAP-168","30922","3",,
"SAP-150","30923","3",,
"SAP-175","30924","3",,
"SC 391","30925","3",,
"M35-1","30926","3",,
"TX 399(DALHART RES WHTLND)B LN","30927","3",,
"RTx436","31001","3",,
"Check","31002","3",,
"Check","31003","3",,
"Town","31004","3",,
"DEER","31005","3",,
"Check","31006","3",,
"COMBINE KAFIR-60","31007","3",,
"Check","31008","3",,
"Check","31009","3",,
"Check","31010","3",,
"Monshal","31011","3",,
"A-96","31012","3",,
"Check","31013","3",,
"SAP-306","31014","3",,
"SAP-325","31015","3",,
"P850029","31016","3",,
"SC 1251","31017","3",,
"SC 332","31018","3",,
"K.3 Perimanjial Irungu Cholam","31019","3",,
"6428 Sian","31020","3",,
"Huria White 621","31021","3",,
"Akwu","31022","3",,
"SAP-139","31023","3",,
"SAP-197","31024","3",,
"BTx615","31025","3",,
"Check","31026","3",,
"SC 1465","31027","3",,
"IS 12661","31101","3",,
"SB-283","31102","3",,
"Bonkum","31103","3",,
"Check","31104","3",,
"Mashica","31105","3",,
"RIO","31106","3",,
"P898012","31107","3",,
"SC 702","31108","3",,
"SC 971","31109","3",,
"EC 18246 (preconverted)","31110","3",,
"AS4660 Kikuma","31111","3",,
"EC 21463 STR 5/1","31112","3",,
"BTx640","31113","3",,
"Check","31114","3",,
"Check","31115","3",,
"P9517","31116","3",,
"SC 145","31117","3",,
"Check","31118","3",,
"No. 755 Muzeba","31119","3",,
"R1,38","31120","3",,
"Nebraska 6350","31121","3",,
"RTx437","31122","3",,
"Marupantse","31123","3",,
"SAP-395","31124","3",,
"REDBINE-60","31125","3",,
"Check","31126","3",,
"BTx623_(XK: fromBillRooney_TAMU_2024)","31127","3",,
"MACIA","31201","3",,
"Jonar Tamargundi","31202","3",,
"DWARF YELLOW MILO","31203","3",,
"ICSV 401","31204","3",,
"Check","31205","3",,
"Check","31206","3",,
"96CD635","31207","3",,
"SC 1271","31208","3",,
"Check","31209","3",,
"No. 65 Amelsie, Kimbolcha Ethiopia","31210","3",,
"AS4616 Balangira-Mwanza","31211","3",,
"SAP-230","31212","3",,
"RED KAFIR","31213","3",,
"WRAY_(XK: fromBIllRooney_TAMU_2024)","31214","3",,
"Tx2911","31215","3",,
"ROX ORANGE","31216","3",,
"SC 1426","31217","3",,
"CE151-262-A1","31218","3",,
"IS 18684","31219","3",,
"MN 1592 (preconverted)","31220","3",,
"P 3742","31221","3",,
"SAP-149","31222","3",,
"No. 28 Lyle, Marawa Ethiopia","31223","3",,
"BTx2928","31224","3",,
"SC 1440","31225","3",,
"SC 1424","31226","3",,
"N250B","31227","3",,
"SURENO","31301","3",,
"Butivori","31302","3",,
"ICSV 745","31303","3",,
"SAP-131","31304","3",,
"Segaolane","31305","3",,
"Check","31306","3",,
"Check","31307","3",,
"MR732","31308","3",,
"IS 5590C","31309","3",,
"194 Kano","31310","3",,
"SO 85","31311","3",,
"Jola Nandyal","31312","3",,
"SAP-141","31313","3",,
"SAP-124","31314","3",,
"TX2783","31315","3",,
"COMBINE HEGARI","31316","3",,
"SC 480","31317","3",,
"SC 1019","31318","3",,
"255 Tirter","31319","3",,
"Check","31320","3",,
"Klor","31321","3",,
"Lambas","31322","3",,
"Check","31323","3",,
"Check","31324","3",,
"SC 373","31325","3",,
"60M","31326","3",,
"SC 1489","31327","3",,
"WHITE KAFIR","31401","3",,
"SAP-294","31402","3",,
"Kodilib","31403","3",,
"SAP-166","31404","3",,
"80M","31405","3",,
"Kuyuma","31406","3",,
"IS 8525(J)","31407","3",,
"SC 1074","31408","3",,
"Check","31409","3",,
"R1, 21","31410","3",,
"Check","31411","3",,
"No. 37 Ubi, Abelti Ethiopia","31412","3",,
"Ramada_(XK: fromTomClemente_UNL_2024)","31413","3",,
"PINK KAFIR","31414","3",,
"A/BTx635","31415","3",,
"Check","31416","3",,
"CHILTEX","31417","3",,
"BTx2752","31418","3",,
"Check","31419","3",,
"Check","31420","3",,
"Check","31421","3",,
"Kharuth Waragel","31422","3",,
"EC 21361 G30","31423","3",,
"A-106","31424","3",,
"SC 301","31425","3",,
"SC 1429","31426","3",,
"Check","31427","3",,
"Mashica","31501","3",,
"J.A.T.S. #67","31502","3",,
"Check","31503","3",,
"ICSV 400","31504","3",,
"SAP-386","31505","3",,
"Check","31506","3",,
"SC 1451","31507","3",,
"Check","31508","3",,
"SC 25","31509","3",,
"Safara, Kordafan","31510","3",,
"Karad 2-7-11","31511","3",,
"Check","31512","3",,
"Rexx","31513","3",,
"SAP-347","31514","3",,
"SAP-171","31515","3",,
"WRAY_(XK: fromBIllRooney_TAMU_2024)","31516","3",,
"IS 12623C","31517","3",,
"SC 1047","31518","3",,
"P 3749 Q2/5/62","31519","3",,
"BE 25","31520","3",,
"Culum Brick","31521","3",,
"EC 21428 SB 63","31522","3",,
"SAP-170","31523","3",,
"SAP-312","31524","3",,
"Check","31525","3",,
"STANDARD WHITE MILO","31526","3",,
"SC 1416","31527","3",,
"KA 21 Gajerar Kaura","31601","3",,
"F.C.I. 4201","31602","3",,
"BTx638","31603","3",,
"SAP-137","31604","3",,
"Standard Blackhull Kafir","31605","3",,
"RCV","31606","3",,
"COMBINE 7078","31607","3",,
"SC 170-6-17","31608","3",,
"SC 498","31609","3",,
"R4, B1","31610","3",,
"Msumbji SB 117","31611","3",,
"Cholia Talijhari","31612","3",,
"90M","31613","3",,
"SAP-125","31614","3",,
"RTX433","31615","3",,
"Check","31616","3",,
"Check","31617","3",,
"Pinolero 1","31618","3",,
"Sinidyil 177","31619","3",,
"BA45 Faria Bonkum","31620","3",,
"Maja Abiad Q2/2/68","31621","3",,
"Chari Uri","31622","3",,
"SAP-151","31623","3",,
"SAP-323","31624","3",,
"RTx2910","31625","3",,
"Check","31626","3",,
"QL3-TEXAS","31627","3",,
"AS4616 Balangira-Mwanza","40101","4",,
"Jola Nandyal","40102","4",,
"AS4660 Kikuma","40103","4",,
"Check","40104","4",,
"SAP-306","40105","4",,
"TX2783","40106","4",,
"COMBINE HEGARI","40107","4",,
"Check","40108","4",,
"CHILTEX","40109","4",,
"Check","40110","4",,
"Check","40111","4",,
"R1,38","40112","4",,
"SAP-150","40113","4",,
"SAP-149","40114","4",,
"EC 21361 G30","40115","4",,
"60M","40116","4",,
"Check","40117","4",,
"SC 373","40118","4",,
"SB-283","40119","4",,
"KA 21 Gajerar Kaura","40120","4",,
"MACIA","40121","4",,
"RIO","40122","4",,
"80M","40123","4",,
"Check","40124","4",,
"IS 8525(J)","40125","4",,
"SC 1074","40126","4",,
"Marupantse","40127","4",,
"Safara, Kordafan","40201","4",,
"ZA41 Danye","40202","4",,
"No. 37 Ubi, Abelti Ethiopia","40203","4",,
"A/BTxARG-1","40204","4",,
"Check","40205","4",,
"RED KAFIR","40206","4",,
"P9517","40207","4",,
"SC 332","40208","4",,
"SC 480","40209","4",,
"Kokla","40210","4",,
"Check","40211","4",,
"P 3749 Q2/5/62","40212","4",,
"Akwu","40213","4",,
"SAP-395","40214","4",,
"Chari Uri","40215","4",,
"BTx615","40216","4",,
"Check","40217","4",,
"SC 391","40218","4",,
"ICSV 745","40219","4",,
"Check","40220","4",,
"J.A.T.S. #67","40221","4",,
"Standard Blackhull Kafir","40222","4",,
"DEER","40223","4",,
"Check","40224","4",,
"IS 5590C","40225","4",,
"SC 971","40226","4",,
"SC 1471","40227","4",,
"EC 21463 STR 5/1","40301","4",,
"No. 65 Amelsie, Kimbolcha Ethiopia","40302","4",,
"Check","40303","4",,
"R TX 431","40304","4",,
"Ramada_(XK: fromTomClemente_UNL_2024)","40305","4",,
"Check","40306","4",,
"Check","40307","4",,
"CE151-262-A1","40308","4",,
"KANSAS ORANGE","40309","4",,
"Mugbash 56/56","40310","4",,
"Sinidyil 177","40311","4",,
"No. 755 Muzeba","40312","4",,
"Marupantse","40313","4",,
"SAP-323","40314","4",,
"BTx2928","40315","4",,
"BTx623_(XK: fromBillRooney_TAMU_2024)","40316","4",,
"RTx2910","40317","4",,
"TX 399(DALHART RES WHTLND)B LN","40318","4",,
"DWARF YELLOW MILO","40319","4",,
"SAP-294","40320","4",,
"Bonkum","40321","4",,
"Check","40322","4",,
"Check","40323","4",,
"SAP-131","40324","4",,
"Check","40325","4",,
"SC 25","40326","4",,
"Check","40327","4",,
"Msumbji SB 117","40401","4",,
"SO 85","40402","4",,
"Check","40403","4",,
"PINK KAFIR","40404","4",,
"SAP-141","40405","4",,
"SAP-347","40406","4",,
"Check","40407","4",,
"P850029","40408","4",,
"DELLA","40409","4",,
"MN 1592 (preconverted)","40410","4",,
"K.3 Perimanjial Irungu Cholam","40411","4",,
"Check","40412","4",,
"SAP-175","40413","4",,
"EC 21428 SB 63","40414","4",,
"RTx437","40415","4",,
"N250B","40416","4",,
"SC 1424","40417","4",,
"STANDARD WHITE MILO","40418","4",,
"IS 12661","40419","4",,
"SAP-404","40420","4",,
"WHITE KAFIR","40421","4",,
"SAP-386","40422","4",,
"RCV","40423","4",,
"ICSV 400","40424","4",,
"Check","40425","4",,
"SC 702","40426","4",,
"P898012","40427","4",,
"Monshal","40501","4",,
"R1,4","40502","4",,
"Cholia Talijhari","40503","4",,
"BTx640","40504","4",,
"SAP-171","40505","4",,
"90M","40506","4",,
"SC 1019","40507","4",,
"ROX ORANGE","40508","4",,
"SC 145","40509","4",,
"P 3742","40510","4",,
"Culum Brick","40511","4",,
"BA45 Faria Bonkum","40512","4",,
"A-106","40513","4",,
"No. 28 Lyle, Marawa Ethiopia","40514","4",,
"Check","40515","4",,
"Check","40516","4",,
"Check","40517","4",,
"SC 301","40518","4",,
"Check","40519","4",,
"Butivori","40520","4",,
"Kodilib","40521","4",,
"Check","40522","4",,
"ICSV 401","40523","4",,
"Check","40524","4",,
"96CD635","40525","4",,
"SC 498","40526","4",,
"Check","40527","4",,
"R4, B1","40601","4",,
"Karad 2-7-11","40602","4",,
"Check","40603","4",,
"A/BTx635","40604","4",,
"Check","40605","4",,
"WRAY_(XK: fromBIllRooney_TAMU_2024)","40606","4",,
"Ramada_(XK: fromTomClemente_UNL_2024)","40607","4",,
"Check","40608","4",,
"BTx2752","40609","4",,
"Maja Abiad Q2/2/68","40610","4",,
"IS 18684","40611","4",,
"Zera Zera White","40612","4",,
"SAP-170","40613","4",,
"SAP-168","40614","4",,
"Check","40615","4",,
"SC 1465","40616","4",,
"Check","40617","4",,
"REDBINE-60","40618","4",,
"BTx638","40619","4",,
"Mashica","40620","4",,
"Check","40621","4",,
"Check","40622","4",,
"SEPON82","40623","4",,
"Mashica","40624","4",,
"MR732","40625","4",,
"Check","40626","4",,
"COMBINE KAFIR-60","40627","4",,
"194 Kano","40701","4",,
"EC 18246 (preconverted)","40702","4",,
"SAP-230","40703","4",,
"SAP-325","40704","4",,
"RTX433","40705","4",,
"Rexx","40706","4",,
"WRAY_(XK: fromBIllRooney_TAMU_2024)","40707","4",,
"SC 1426","40708","4",,
"SC 1047","40709","4",,
"Klor","40710","4",,
"Huria White 621","40711","4",,
"BE 25","40712","4",,
"SAP-151","40713","4",,
"SAP-197","40714","4",,
"Kharuth Waragel","40715","4",,
"SC 1429","40716","4",,
"SC 1489","40717","4",,
"QL3-TEXAS","40718","4",,
"SURENO","40719","4",,
"F.C.I. 4201","40720","4",,
"RTx436","40721","4",,
"ICSV 1089BF","40722","4",,
"Segaolane","40723","4",,
"Kuyuma","40724","4",,
"Check","40725","4",,
"SC 170-6-17","40726","4",,
"SC 1451","40727","4",,
"R1, 21","40801","4",,
"R3, 80","40802","4",,
"A-96","40803","4",,
"SAP-125","40804","4",,
"Tx2911","40805","4",,
"SAP-124","40806","4",,
"SC 1251","40807","4",,
"Pinolero 1","40808","4",,
"IS 12623C","40809","4",,
"255 Tirter","40810","4",,
"6428 Sian","40811","4",,
"Nebraska 6350","40812","4",,
"SAP-139","40813","4",,
"Lambas","40814","4",,
"SAP-312","40815","4",,
"M35-1","40816","4",,
"SC 1440","40817","4",,
"SC 1416","40818","4",,
"Check","40819","4",,
"Check","40820","4",,
"Jonar Tamargundi","40821","4",,
"Town","40822","4",,
"SAP-166","40823","4",,
"SAP-137","40824","4",,
"SC 1271","40825","4",,
"Check","40826","4",,
"COMBINE 7078","40827","4",,
"SAP-219","40901","4",,
"HC 6028","40902","4",,
"Check","40903","4",,
"SAP-287","40904","4",,
"Check","40905","4",,
"Mashica","40906","4",,
"PLAINSMAN","40907","4",,
"Shan Qui Red","40908","4",,
"Check","40909","4",,
"SAP-275","40910","4",,
"18NL048 @-01","40911","4",,
"SV 34","40912","4",,
"Check","40913","4",,
"SAP-225","40914","4",,
"RTX435","40915","4",,
"Ajabsido","40916","4",,
"SC 326-6","40917","4",,
"Dorado","40918","4",,
"2033Z-3","40919","4",,
"EC 21360 G29","40920","4",,
"KA 15 Yazgar Giwa","40921","4",,
"SAP-135","40922","4",,
"MN 708 (preconverted)","40923","4",,
"SAP-264","40924","4",,
"SC 610","40925","4",,
"TX 378 (REDLAN) B LINE","40926","4",,
"Check","40927","4",,
"290 Feterita Shendi 2","41001","4",,
"450 Bori Light Brown","41002","4",,
"Check","41003","4",,
"SAP-138","41004","4",,
"Check","41005","4",,
"Jowar Red Jankinagar","41006","4",,
"Check","41007","4",,
