Unique_ID,Range,Row,Plot ID,Genotype,Flowering,Stand Count,Notes
25_2990,21,65,2990,PI 534042,7/31/2025,,split flowering
25_2991,21,64,2991,PI 533854,8/13/2025,,
25_2992,21,63,2992,PI 534011,8/15/2025,,
25_2993,21,62,2993,PI 576381,8/8/2025,,
25_2994,21,61,2994,PI 576432,7/28/2025,,
25_2995,21,60,2995,PI 576363,8/8/2025,,
25_2996,21,59,2996,PI 534145,8/6/2025,,
25_2997,21,58,2997,PI 656042,8/17/2025,,"dirs, back date ~12Aug"
25_2998,21,57,2998,SC0713,7/30/2025,,
25_2999,21,56,2999,PI 534050,8/15/2025,,
25_9354,21,55,9354,Border,8/6/2025,,
25_6001,22,55,6001,PI 601716,7/28/2025,,
25_6002,22,56,6002,Fill,8/9/2025,,
25_6003,22,57,6003,PI 533753,8/18/2025,,"dirs,back date 12 Aug"
25_6004,22,58,6004,SC0027,8/18/2025,,"dirs,back date 12 Aug"
25_6005,22,59,6005,PI 534057,8/3/2025,,
25_6006,22,60,6006,PI 656092,8/20/2025,,
25_6007,22,61,6007,Fill,8/8/2025,,
25_6008,22,62,6008,PI 601556,8/7/2025,,
25_6009,22,63,6009,PI 601555,8/9/2025,,
25_6010,22,64,6010,Fill,8/3/2025,,
25_6011,22,65,6011,PI 601553,8/4/2025,,
25_6012,22,66,6012,PI 603983,8/15/2025,,
25_6013,22,67,6013,PI 554650,8/1/2025,,
25_6014,22,68,6014,PI 543243,8/15/2025,,
25_6015,22,69,6015,Fill,8/6/2025,,
25_6016,22,70,6016,PI 606788,8/8/2025,,
25_6017,22,71,6017,PI 554648,8/18/2025,,
25_6018,22,72,6018,PI 562623,8/20/2025,,
25_6019,22,73,6019,PI 619402,8/12/2025,,
25_6020,22,74,6020,Fill,8/6/2025,,
25_6021,22,75,6021,PI 544069,8/4/2025,,
25_6022,22,76,6022,Fill,8/6/2025,,
25_6023,22,77,6023,PI 574407,8/17/2025,,"dirs,back date 13 Aug"
25_6024,22,78,6024,PI 601744,8/11/2025,,
25_6025,22,79,6025,PI 605723,8/15/2025,,
25_6026,22,80,6026,PI 543247,8/18/2025,,"dirs,back date Aug 11"
25_6027,22,81,6027,PI 605726,8/9/2025,,
25_6028,22,82,6028,Fill,8/10/2025,,
25_6029,22,83,6029,PI 602600,7/29/2025,,
25_6030,22,84,6030,PI 601415,8/6/2025,,
25_6031,22,85,6031,PI 596567,8/24/2025,,
25_6032,22,86,6032,PI 605725,8/16/2025,,
25_6033,22,87,6033,PI 596332,8/11/2025,,
25_6034,22,88,6034,PI 555457,8/15/2025,,
25_6035,22,89,6035,PI 601721,8/15/2025,,
25_6036,22,90,6036,PI 574397,8/4/2025,,
25_6037,22,91,6037,Fill,8/5/2025,,
25_6038,22,92,6038,PI 613613,8/14/2025,,
25_6039,22,93,6039,PI 554646,8/9/2025,,
25_6040,22,94,6040,PI 613612,8/2/2025,,
25_6041,22,95,6041,PI 602599,8/15/2025,,
25_6042,22,96,6042,PI 554649,8/18/2025,,
25_6043,22,97,6043,PI 605724,8/9/2025,,
25_6044,22,98,6044,PI 601557,8/18/2025,,
25_6045,22,99,6045,PI 613611,8/2/2025,,
25_6046,22,100,6046,PI 554654,8/8/2025,,
25_6047,22,101,6047,PI 594355,8/20/2025,,
25_6048,22,102,6048,PI 574398,8/20/2025,,
25_6049,22,103,6049,PI 561926,8/7/2025,,
25_6050,22,104,6050,PI 601756,8/15/2025,,
25_9358,22,105,9358,Border,8/7/2025,,
25_9357,22,106,9357,Border,8/7/2025,,
